Freq.	V(vout)
2.18776162394955e+001	(1.94040867961574e+001dB,4.71937179038130e+001°)
2.23872113856834e+001	(1.95576648278641e+001dB,4.67457493999289e+001°)
2.29086765276777e+001	(1.97099725946391e+001dB,4.62817460291810e+001°)
2.34422881531992e+001	(1.98609522444782e+001dB,4.58017880803988e+001°)
2.39883291901949e+001	(2.00105459916999e+001dB,4.53059643923149e+001°)
2.45470891568503e+001	(2.01586961707951e+001dB,4.47943725678011e+001°)
2.51188643150958e+001	(2.03053452948430e+001dB,4.42671191683953e+001°)
2.57039578276886e+001	(2.04504361183199e+001dB,4.37243198857713e+001°)
2.63026799189538e+001	(2.05939117040800e+001dB,4.31660996868208e+001°)
2.69153480392691e+001	(2.07357154942300e+001dB,4.25925929290732e+001°)
2.75422870333816e+001	(2.08757913845673e+001dB,4.20039434432672e+001°)
2.81838293126445e+001	(2.10140838021956e+001dB,4.14003045800211e+001°)
2.88403150312660e+001	(2.11505377858765e+001dB,4.07818392177233e+001°)
2.95120922666638e+001	(2.12850990686229e+001dB,4.01487197289735e+001°)
3.01995172040201e+001	(2.14177141619877e+001dB,3.95011279031731e+001°)
3.09029543251359e+001	(2.15483304414528e+001dB,3.88392548231591e+001°)
3.16227766016838e+001	(2.16768962322767e+001dB,3.81633006941264e+001°)
3.23593656929628e+001	(2.18033608951207e+001dB,3.74734746234689e+001°)
3.31131121482591e+001	(2.19276749107352e+001dB,3.67699943505961e+001°)
3.38844156139202e+001	(2.20497899629606e+001dB,3.60530859262462e+001°)
3.46736850452531e+001	(2.21696590192742e+001dB,3.53229833413070e+001°)
3.54813389233575e+001	(2.22872364081023e+001dB,3.45799281056785e+001°)
3.63078054770101e+001	(2.24024778921077e+001dB,3.38241687782486e+001°)
3.71535229097172e+001	(2.25153407366707e+001dB,3.30559604496091e+001°)
3.80189396320561e+001	(2.26257837727913e+001dB,3.22755641796950e+001°)
3.89045144994280e+001	(2.27337674536660e+001dB,3.14832463930917e+001°)
3.98107170553497e+001	(2.28392539042232e+001dB,3.06792782352995e+001°)
4.07380277804112e+001	(2.29422069629465e+001dB,2.98639348937735e+001°)
4.16869383470335e+001	(2.30425922153650e+001dB,2.90374948880598e+001°)
4.26579518801592e+001	(2.31403770186531e+001dB,2.82002393338153e+001°)
4.36515832240165e+001	(2.32355305168510e+001dB,2.73524511859197e+001°)
4.46683592150962e+001	(2.33280236462963e+001dB,2.64944144662617e+001°)
4.57088189614874e+001	(2.34178291309379e+001dB,2.56264134820970e+001°)
4.67735141287197e+001	(2.35049214672987e+001dB,2.47487320411272e+001°)
4.78630092322638e+001	(2.35892768989417e+001dB,2.38616526696327e+001°)
4.89778819368445e+001	(2.36708733803965e+001dB,2.29654558401100e+001°)
5.01187233627271e+001	(2.37496905305981e+001dB,2.20604192149017e+001°)
5.12861383991364e+001	(2.38257095759919e+001dB,2.11468169122779e+001°)
5.24807460249772e+001	(2.38989132835538e+001dB,2.02249188013232e+001°)
5.37031796370252e+001	(2.39692858840718e+001dB,1.92949898318071e+001°)
5.49540873857624e+001	(2.40368129861258e+001dB,1.83572894049739e+001°)
5.62341325190348e+001	(2.41014814812879e+001dB,1.74120707908815e+001°)
5.75439937337156e+001	(2.41632794411465e+001dB,1.64595805975560e+001°)
5.88843655355588e+001	(2.42221960068303e+001dB,1.55000582968139e+001°)
6.02559586074357e+001	(2.42782212717722e+001dB,1.45337358111433e+001°)
6.16595001861481e+001	(2.43313461585105e+001dB,1.35608371655438e+001°)
6.30957344480192e+001	(2.43815622903721e+001dB,1.25815782076934e+001°)
6.45654229034654e+001	(2.44288618589199e+001dB,1.15961663992726e+001°)
6.60693448007595e+001	(2.44732374880778e+001dB,1.06048006807103e+001°)
6.76082975391980e+001	(2.45146820958624e+001dB,9.60767141105596e+000°)
6.91830970918935e+001	(2.45531887546660e+001dB,8.60496038411829e+000°)
7.07945784384136e+001	(2.45887505510357e+001dB,7.59684092145508e+000°)
7.24435960074988e+001	(2.46213604458862e+001dB,6.58347804226104e+000°)
7.41310241300916e+001	(2.46510111360744e+001dB,5.56502870967669e+000°)
7.58577575029182e+001	(2.46776949182409e+001dB,4.54164215254637e+000°)
7.76247116628690e+001	(2.47014035557988e+001dB,3.51346026118287e+000°)
7.94328234724279e+001	(2.47221281499195e+001dB,2.48061805525572e+000°)
8.12830516164097e+001	(2.47398590153286e+001dB,1.44324422151364e+000°)
8.31763771102669e+001	(2.47545855616848e+001dB,4.01461718675441e-001°)
8.51138038202374e+001	(2.47662961812747e+001dB,-6.44611553517500e-001°)
8.70963589956078e+001	(2.47749781437068e+001dB,-1.69486202440267e+000°)
8.91250938133743e+001	(2.47806174982463e+001dB,-2.74917966524369e+000°)
9.12010839355907e+001	(2.47831989843782e+001dB,-3.80745714866052e+000°)
9.33254300796988e+001	(2.47827059511422e+001dB,-4.86958895869588e+000°)
9.54992586021433e+001	(2.47791202857282e+001dB,-5.93547045575893e+000°)
9.77237220955808e+001	(2.47724223517758e+001dB,-7.00499690084964e+000°)
9.99999999999997e+001	(2.47625909377658e+001dB,-8.07806244360617e+000°)
1.02329299228075e+002	(2.47496032158471e+001dB,-9.15455907883333e+000°)
1.04712854805090e+002	(2.47334347113878e+001dB,-1.02343755762661e+001°)
1.07151930523760e+002	(2.47140592834915e+001dB,-1.13173963883992e+001°)
1.09647819614318e+002	(2.46914491166723e+001dB,-1.24035005412728e+001°)
1.12201845430196e+002	(2.46655747238269e+001dB,-1.34925605131451e+001°)
1.14815362149688e+002	(2.46364049606004e+001dB,-1.45844411060081e+001°)
1.17489755493953e+002	(2.46039070511847e+001dB,-1.56789983149115e+001°)
1.20226443461741e+002	(2.45680466255467e+001dB,-1.67760782000484e+001°)
1.23026877081238e+002	(2.45287877680282e+001dB,-1.78755157665327e+001°)
1.25892541179416e+002	(2.44860930772114e+001dB,-1.89771338567495e+001°)
1.28824955169313e+002	(2.44399237368955e+001dB,-2.00807420600955e+001°)
1.31825673855640e+002	(2.43902395979776e+001dB,-2.11861356448393e+001°)
1.34896288259165e+002	(2.43369992709829e+001dB,-2.22930945167181e+001°)
1.38038426460288e+002	(2.42801602289375e+001dB,-2.34013822087565e+001°)
1.41253754462275e+002	(2.42196789202329e+001dB,-2.45107449066248e+001°)
1.44543977074592e+002	(2.41555108910760e+001dB,-2.56209105136703e+001°)
1.47910838816820e+002	(2.40876109170797e+001dB,-2.67315877595305e+001°)
1.51356124843620e+002	(2.40159331434988e+001dB,-2.78424653559899e+001°)
1.54881661891248e+002	(2.39404312335758e+001dB,-2.89532112034620e+001°)
1.58489319246111e+002	(2.38610585244217e+001dB,-3.00634716511641e+001°)
1.62181009735892e+002	(2.37777681898214e+001dB,-3.11728708137123e+001°)
1.65958690743755e+002	(2.36905134093209e+001dB,-3.22810099464924e+001°)
1.69824365246174e+002	(2.35992475429273e+001dB,-3.33874668817620e+001°)
1.73780082874937e+002	(2.35039243107317e+001dB,-3.44917955270147e+001°)
1.77827941003892e+002	(2.34044979767509e+001dB,-3.55935254266892e+001°)
1.81970085860998e+002	(2.33009235362722e+001dB,-3.66921613878394e+001°)
1.86208713666286e+002	(2.31931569059902e+001dB,-3.77871831698985e+001°)
1.90546071796324e+002	(2.30811551162257e+001dB,-3.88780452381782e+001°)
1.94984459975804e+002	(2.29648765045352e+001dB,-3.99641765802439e+001°)
1.99526231496887e+002	(2.28442809100415e+001dB,-4.10449805838090e+001°)
2.04173794466952e+002	(2.27193298678476e+001dB,-4.21198349742952e+001°)
2.08929613085403e+002	(2.25899868029381e+001dB,-4.31880918097234e+001°)
2.13796208950222e+002	(2.24562172230197e+001dB,-4.42490775301306e+001°)
2.18776162394954e+002	(2.23179889098133e+001dB,-4.53020930582629e+001°)
2.23872113856833e+002	(2.21752721083752e+001dB,-4.63464139478759e+001°)
2.29086765276776e+002	(2.20280397141028e+001dB,-4.73812905755853e+001°)
2.34422881531991e+002	(2.18762674571623e+001dB,-4.84059483718658e+001°)
2.39883291901948e+002	(2.17199340841714e+001dB,-4.94195880864858e+001°)
2.45470891568502e+002	(2.15590215370673e+001dB,-5.04213860834084e+001°)
2.51188643150957e+002	(2.13935151292042e+001dB,-5.14104946599845e+001°)
2.57039578276885e+002	(2.12234037188359e+001dB,-5.23860423851119e+001°)
2.63026799189537e+002	(2.10486798802693e+001dB,-5.33471344509504e+001°)
2.69153480392690e+002	(2.08693400731031e+001dB,-5.42928530327640e+001°)
2.75422870333816e+002	(2.06853848101103e+001dB,-5.52222576515190e+001°)
2.81838293126444e+002	(2.04968188244695e+001dB,-5.61343855340071e+001°)
2.88403150312659e+002	(2.03036512372089e+001dB,-5.70282519654944e+001°)
2.95120922666637e+002	(2.01058957258909e+001dB,-5.79028506302282e+001°)
3.01995172040200e+002	(1.99035706957412e+001dB,-5.87571539355861e+001°)
3.09029543251358e+002	(1.96966994546064e+001dB,-5.95901133162246e+001°)
3.16227766016837e+002	(1.94853103933173e+001dB,-6.04006595153089e+001°)
3.23593656929627e+002	(1.92694371732327e+001dB,-6.11877028407975e+001°)
3.31131121482590e+002	(1.90491189229451e+001dB,-6.19501333958317e+001°)
3.38844156139201e+002	(1.88244004463438e+001dB,-6.26868212835786e+001°)
3.46736850452530e+002	(1.85953324444465e+001dB,-6.33966167884203e+001°)
3.54813389233574e+002	(1.83619717536344e+001dB,-6.40783505372051e+001°)
3.63078054770100e+002	(1.81243816031411e+001dB,-6.47308336464250e+001°)
3.71535229097171e+002	(1.78826318948655e+001dB,-6.53528578636887e+001°)
3.80189396320559e+002	(1.76367995087804e+001dB,-6.59431957147785e+001°)
3.89045144994279e+002	(1.73869686373987e+001dB,-6.65006006709495e+001°)
3.98107170553495e+002	(1.71332311529177e+001dB,-6.70238073550160e+001°)
4.07380277804111e+002	(1.68756870107874e+001dB,-6.75115318092148e+001°)
4.16869383470333e+002	(1.66144446935193e+001dB,-6.79624718528964e+001°)
4.26579518801591e+002	(1.63496216985529e+001dB,-6.83753075638232e+001°)
4.36515832240164e+002	(1.60813450739101e+001dB,-6.87487019232966e+001°)
4.46683592150961e+002	(1.58097520051616e+001dB,-6.90813016725134e+001°)
4.57088189614873e+002	(1.55349904568787e+001dB,-6.93717384355064e+001°)
4.67735141287196e+002	(1.52572198712112e+001dB,-6.96186301727215e+001°)
4.78630092322636e+002	(1.49766119254736e+001dB,-6.98205830387119e+001°)
4.89778819368444e+002	(1.46933513495965e+001dB,-6.99761937274720e+001°)
5.01187233627270e+002	(1.44076368029432e+001dB,-7.00840523994716e+001°)
5.12861383991362e+002	(1.41196818082590e+001dB,-7.01427462952275e+001°)
5.24807460249770e+002	(1.38297157383290e+001dB,-7.01508641509533e+001°)
5.37031796370250e+002	(1.35379848482265e+001dB,-7.01070015419887e+001°)
5.49540873857622e+002	(1.32447533427481e+001dB,-7.00097672887199e+001°)
5.62341325190346e+002	(1.29503044647154e+001dB,-6.98577910667618e+001°)
5.75439937337154e+002	(1.26549415852112e+001dB,-6.96497323672837e+001°)
5.88843655355586e+002	(1.23589892714965e+001dB,-6.93842909532734e+001°)
6.02559586074355e+002	(1.20627943023211e+001dB,-6.90602189517894e+001°)
6.16595001861479e+002	(1.17667265936522e+001dB,-6.86763347091001e+001°)
6.30957344480190e+002	(1.14711799906211e+001dB,-6.82315385131484e+001°)
6.45654229034652e+002	(1.11765728739271e+001dB,-6.77248302539165e+001°)
6.60693448007592e+002	(1.08833485213491e+001dB,-6.71553290448950e+001°)
6.76082975391978e+002	(1.05919751578294e+001dB,-6.65222947660297e+001°)
6.91830970918933e+002	(1.03029456213780e+001dB,-6.58251514086306e+001°)
7.07945784384134e+002	(1.00167765675242e+001dB,-6.50635120049277e+001°)
7.24435960074986e+002	(9.73400713305875e+000dB,-6.42372048094518e+001°)
7.41310241300914e+002	(9.45519698135102e+000dB,-6.33463002679698e+001°)
7.58577575029180e+002	(9.18092365760776e+000dB,-6.23911381660731e+001°)
7.76247116628688e+002	(8.91177919407679e+000dB,-6.13723541998520e+001°)
7.94328234724277e+002	(8.64836592325215e+000dB,-6.02909050642487e+001°)
8.12830516164095e+002	(8.39129148216896e+000dB,-5.91480910222422e+001°)
8.31763771102666e+002	(8.14116302298901e+000dB,-5.79455748139524e+001°)
8.51138038202372e+002	(7.89858068372034e+000dB,-5.66853957046888e+001°)
8.70963589956076e+002	(7.66413041674113e+000dB,-5.53699774708173e+001°)
8.91250938133741e+002	(7.43837631957569e+000dB,-5.40021291965059e+001°)
9.12010839355905e+002	(7.22185265898458e+000dB,-5.25850379135970e+001°)
9.33254300796986e+002	(7.01505582203750e+000dB,-5.11222523656068e+001°)
9.54992586021431e+002	(6.81843646215205e+000dB,-4.96176575114849e+001°)
9.77237220955805e+002	(6.63239212983319e+000dB,-4.80754397918862e+001°)
9.99999999999994e+002	(6.45726068332320e+000dB,-4.65000436369439e+001°)
1.02329299228075e+003	(6.29331476099734e+000dB,-4.48961201676487e+001°)
1.04712854805089e+003	(6.14075756420200e+000dB,-4.32684694947073e+001°)
1.07151930523760e+003	(5.99972014740515e+000dB,-4.16219784089669e+001°)
1.09647819614318e+003	(5.87026034515934e+000dB,-3.99615555490830e+001°)
1.12201845430196e+003	(5.75236338743763e+000dB,-3.82920662960721e+001°)
1.14815362149688e+003	(5.64594417266137e+000dB,-3.66182696639661e+001°)
1.17489755493952e+003	(5.55085108799912e+000dB,-3.49447593289413e+001°)
1.20226443461741e+003	(5.46687119577009e+000dB,-3.32759106789885e+001°)
1.23026877081237e+003	(5.39373654841890e+000dB,-3.16158353985076e+001°)
1.25892541179416e+003	(5.33113135620916e+000dB,-2.99683446625320e+001°)
1.28824955169313e+003	(5.27869971315167e+000dB,-2.83369215434793e+001°)
1.31825673855640e+003	(5.23605358733009e+000dB,-2.67247027686101e+001°)
1.34896288259165e+003	(5.20278079954179e+000dB,-2.51344695429331e+001°)
1.38038426460288e+003	(5.17845274556964e+000dB,-2.35686467960525e+001°)
1.41253754462275e+003	(5.16263165826260e+000dB,-2.20293099385086e+001°)
1.44543977074592e+003	(5.15487725159954e+000dB,-2.05181980297087e+001°)
1.47910838816820e+003	(5.15475263604432e+000dB,-1.90367321630376e+001°)
1.51356124843620e+003	(5.16182943943954e+000dB,-1.75860378549197e+001°)
1.54881661891247e+003	(5.17569210795630e+000dB,-1.61669702698446e+001°)
1.58489319246110e+003	(5.19594139563837e+000dB,-1.47801412069427e+001°)
1.62181009735892e+003	(5.22219707810173e+000dB,-1.34259468997755e+001°)
1.65958690743755e+003	(5.25409994591590e+000dB,-1.21045958250598e+001°)
1.69824365246173e+003	(5.29131314655793e+000dB,-1.08161358658259e+001°)
1.73780082874936e+003	(5.33352295139347e+000dB,-9.56048032041723e+000°)
1.77827941003891e+003	(5.38043902687912e+000dB,-8.33743238392680e+000°)
1.81970085860997e+003	(5.43179428813034e+000dB,-7.14670784876800e+000°)
1.86208713666286e+003	(5.48734440915033e+000dB,-5.98795587384939e+000°)
1.90546071796323e+003	(5.54686705825693e+000dB,-4.86077775667797e+000°)
1.94984459975803e+003	(5.61016092033127e+000dB,-3.76474371027484e+000°)
1.99526231496887e+003	(5.67704456004968e+000dB,-2.69940769847170e+000°)
2.04173794466952e+003	(5.74735517271662e+000dB,-1.66432042085328e+000°)
2.08929613085403e+003	(5.82094726202402e+000dB,-6.59040564399596e-001°)
2.13796208950222e+003	(5.89769127725104e+000dB,3.16855545145644e-001°)
2.18776162394954e+003	(5.97747223622209e+000dB,1.26376575102792e+000°)
2.23872113856832e+003	(6.06018835482788e+000dB,2.18205518915973e+000°)
2.29086765276776e+003	(6.14574969910078e+000dB,3.07205058702745e+000°)
2.34422881531991e+003	(6.23407687169956e+000dB,3.93403560289636e+000°)
2.39883291901947e+003	(6.32509974115586e+000dB,4.76824707836307e+000°)
2.45470891568501e+003	(6.41875621930677e+000dB,5.57487208667713e+000°)
2.51188643150956e+003	(6.51499108991882e+000dB,6.35404566937936e+000°)
2.57039578276885e+003	(6.61375488953139e+000dB,7.10584916421642e+000°)
2.63026799189536e+003	(6.71500283994800e+000dB,7.83030903765518e+000°)
2.69153480392690e+003	(6.81869383052134e+000dB,8.52739614541454e+000°)
2.75422870333815e+003	(6.92478944735751e+000dB,9.19702535412190e+000°)
2.81838293126443e+003	(7.03325304576095e+000dB,9.83905546642360e+000°)
2.88403150312659e+003	(7.14404886161104e+000dB,1.04532894006210e+001°)
2.95120922666636e+003	(7.25714115687202e+000dB,1.10394745841928e+001°)
3.01995172040199e+003	(7.37249339406205e+000dB,1.15973035284588e+001°)
3.09029543251357e+003	(7.49006743422301e+000dB,1.21264145592142e+001°)
3.16227766016836e+003	(7.60982275272553e+000dB,1.26263926855110e+001°)
3.23593656929626e+003	(7.73171566710324e+000dB,1.30967705959785e+001°)
3.31131121482589e+003	(7.85569857103209e+000dB,1.35370297792604e+001°)
3.38844156139200e+003	(7.98171916855442e+000dB,1.39466017724151e+001°)
3.46736850452529e+003	(8.10971970269950e+000dB,1.43248695485561e+001°)
3.54813389233573e+003	(8.23963617278180e+000dB,1.46711690627204e+001°)
3.63078054770099e+003	(8.37139753488108e+000dB,1.49847909830062e+001°)
3.71535229097170e+003	(8.50492488034540e+000dB,1.52649826424957e+001°)
3.80189396320558e+003	(8.64013058763417e+000dB,1.55109502564183e+001°)
3.89045144994278e+003	(8.77691744346697e+000dB,1.57218614584340e+001°)
3.98107170553494e+003	(8.91517773010081e+000dB,1.58968482198067e+001°)
4.07380277804110e+003	(9.05479227666901e+000dB,1.60350102255270e+001°)
4.16869383470332e+003	(9.19562947392692e+000dB,1.61354187920097e+001°)
4.26579518801589e+003	(9.33754425351896e+000dB,1.61971214216123e+001°)
4.36515832240162e+003	(9.48037703506465e+000dB,1.62191470996115e+001°)
4.46683592150960e+003	(9.62395264702038e+000dB,1.62005124489849e+001°)
4.57088189614871e+003	(9.76807923046548e+000dB,1.61402288668251e+001°)
4.67735141287194e+003	(9.91254713874064e+000dB,1.60373107727049e+001°)
4.78630092322634e+003	(1.00571278502732e+001dB,1.58907851028997e+001°)
4.89778819368442e+003	(1.02015729169784e+001dB,1.56997021838933e+001°)
5.01187233627268e+003	(1.03456129763185e+001dB,1.54631481127048e+001°)
5.12861383991361e+003	(1.04889568613747e+001dB,1.51802587586860e+001°)
5.24807460249768e+003	(1.06312908500288e+001dB,1.48502354797966e+001°)
5.37031796370248e+003	(1.07722781013669e+001dB,1.44723626140998e+001°)
5.49540873857620e+003	(1.09115583344206e+001dB,1.40460267624250e+001°)
5.62341325190344e+003	(1.10487478109507e+001dB,1.35707378190929e+001°)
5.75439937337152e+003	(1.11834396896286e+001dB,1.30461516328954e+001°)
5.88843655355584e+003	(1.13152048230258e+001dB,1.24720940894606e+001°)
6.02559586074353e+003	(1.14435930705043e+001dB,1.18485862989868e+001°)
6.16595001861477e+003	(1.15681351985181e+001dB,1.11758704517826e+001°)
6.30957344480188e+003	(1.16883454340813e+001dB,1.04544357715850e+001°)
6.45654229034650e+003	(1.18037247262993e+001dB,9.68504385889042e+000°)
6.60693448007590e+003	(1.19137647541484e+001dB,8.86875258157236e+000°)
6.76082975391976e+003	(1.20179526956054e+001dB,8.00693754836302e+000°)
6.91830970918931e+003	(1.21157767436929e+001dB,7.10131010496237e+000°)
7.07945784384132e+003	(1.22067323195136e+001dB,6.15393073669724e+000°)
7.24435960074984e+003	(1.22903288920955e+001dB,5.16721676015122e+000°)
7.41310241300911e+003	(1.23660972718559e+001dB,4.14394325208643e+000°)
7.58577575029177e+003	(1.24335972015086e+001dB,3.08723630705682e+000°)
7.76247116628685e+003	(1.24924250287095e+001dB,2.00055793978131e+000°)
7.94328234724275e+003	(1.25422212125367e+001dB,8.87682251719052e-001°)
8.12830516164092e+003	(1.25826773948821e+001dB,-2.47337148102653e-001°)
8.31763771102664e+003	(1.26135427614076e+001dB,-1.40020806056596e+000°)
8.51138038202369e+003	(1.26346294273212e+001dB,-2.56644810907261e+000°)
8.70963589956073e+003	(1.26458166118335e+001dB,-3.74143938419650e+000°)
8.91250938133738e+003	(1.26470534109993e+001dB,-4.92048768944263e+000°)
9.12010839355902e+003	(1.26383600390989e+001dB,-6.09888447542790e+000°)
9.33254300796983e+003	(1.26198274794719e+001dB,-7.27196938146250e+000°)
9.54992586021428e+003	(1.25916155612549e+001dB,-8.43519126536961e+000°)
9.77237220955802e+003	(1.25539495526655e+001dB,-9.58416569829725e+000°)
9.99999999999991e+003	(1.25071154283879e+001dB,-1.07147271215916e+001°)
1.02329299228075e+004	(1.24514540231610e+001dB,-1.18229741857729e+001°)
1.04712854805089e+004	(1.23873543222510e+001dB,-1.29053071865321e+001°)
1.07151930523760e+004	(1.23152461602709e+001dB,-1.39584569438998e+001°)
1.09647819614318e+004	(1.22355926028100e+001dB,-1.49795049024695e+001°)
1.12201845430195e+004	(1.21488822722073e+001dB,-1.59658946307570e+001°)
1.14815362149687e+004	(1.20556218524816e+001dB,-1.69154352412439e+001°)
1.17489755493952e+004	(1.19563289725537e+001dB,-1.78262975228129e+001°)
1.20226443461740e+004	(1.18515256254196e+001dB,-1.86970037664929e+001°)
1.23026877081237e+004	(1.17417322375329e+001dB,-1.95264123741804e+001°)
1.25892541179416e+004	(1.16274624605422e+001dB,-2.03136983752816e+001°)
1.28824955169312e+004	(1.15092187191364e+001dB,-2.10583309494892e+001°)
1.31825673855640e+004	(1.13874885157253e+001dB,-2.17600489790224e+001°)
1.34896288259164e+004	(1.12627414659168e+001dB,-2.24188355450256e+001°)
1.38038426460287e+004	(1.11354270184528e+001dB,-2.30348921540232e+001°)
1.41253754462274e+004	(1.10059727991605e+001dB,-2.36086133431006e+001°)
1.44543977074591e+004	(1.08747835099146e+001dB,-2.41405621762829e+001°)
1.47910838816819e+004	(1.07422403097520e+001dB,-2.46314470163862e+001°)
1.51356124843619e+004	(1.06087006052005e+001dB,-2.50820998411004e+001°)
1.54881661891247e+004	(1.04744981796636e+001dB,-2.54934562718672e+001°)
1.58489319246110e+004	(1.03399435965043e+001dB,-2.58665374002740e+001°)
1.62181009735891e+004	(1.02053248165556e+001dB,-2.62024334289834e+001°)
1.65958690743755e+004	(1.00709079775667e+001dB,-2.65022890916119e+001°)
1.69824365246173e+004	(9.93693829008580e+000dB,-2.67672907768911e+001°)
1.73780082874936e+004	(9.80364101114732e+000dB,-2.69986552550496e+001°)
1.77827941003891e+004	(9.67122246361824e+000dB,-2.71976198867337e+001°)
1.81970085860997e+004	(9.53987107501323e+000dB,-2.73654341851080e+001°)
1.86208713666285e+004	(9.40975841492359e+000dB,-2.75033525983380e+001°)
1.90546071796323e+004	(9.28104021488391e+000dB,-2.76126283809701e+001°)
1.94984459975803e+004	(9.15385735852881e+000dB,-2.76945084275120e+001°)
1.99526231496886e+004	(9.02833683329984e+000dB,-2.77502289487138e+001°)
2.04173794466951e+004	(8.90459263779567e+000dB,-2.77810118798024e+001°)
2.08929613085402e+004	(8.78272664117452e+000dB,-2.77880619195456e+001°)
2.13796208950221e+004	(8.66282939287539e+000dB,-2.77725641090057e+001°)
2.18776162394953e+004	(8.54498088238412e+000dB,-2.77356818687800e+001°)
2.23872113856832e+004	(8.42925124988929e+000dB,-2.76785554231584e+001°)
2.29086765276775e+004	(8.31570144950424e+000dB,-2.76023005487399e+001°)
2.34422881531990e+004	(8.20438386732302e+000dB,-2.75080075935341e+001°)
2.39883291901947e+004	(8.09534289697272e+000dB,-2.73967407203486e+001°)
2.45470891568501e+004	(7.98861547555974e+000dB,-2.72695373352957e+001°)
2.51188643150956e+004	(7.88423158301478e+000dB,-2.71274076685522e+001°)
2.57039578276884e+004	(7.78221470784956e+000dB,-2.69713344800689e+001°)
2.63026799189536e+004	(7.68258228226830e+000dB,-2.68022728678161e+001°)
2.69153480392689e+004	(7.58534608945191e+000dB,-2.66211501603775e+001°)
2.75422870333814e+004	(7.49051264566443e+000dB,-2.64288658793420e+001°)
2.81838293126443e+004	(7.39808355963774e+000dB,-2.62262917600269e+001°)
2.88403150312658e+004	(7.30805587147803e+000dB,-2.60142718216493e+001°)
2.95120922666636e+004	(7.22042237311902e+000dB,-2.57936224802095e+001°)
3.01995172040199e+004	(7.13517191212651e+000dB,-2.55651326990867e+001°)
3.09029543251356e+004	(7.05228968044327e+000dB,-2.53295641737481e+001°)
3.16227766016835e+004	(6.97175748945703e+000dB,-2.50876515480582e+001°)
3.23593656929625e+004	(6.89355403257994e+000dB,-2.48401026605010e+001°)
3.31131121482588e+004	(6.81765513634755e+000dB,-2.45875988192305e+001°)
3.38844156139199e+004	(6.74403400088174e+000dB,-2.43307951052747e+001°)
3.46736850452528e+004	(6.67266143041390e+000dB,-2.40703207034702e+001°)
3.54813389233572e+004	(6.60350605443522e+000dB,-2.38067792608334e+001°)
3.63078054770098e+004	(6.53653453992668e+000dB,-2.35407492720908e+001°)
3.71535229097169e+004	(6.47171179502508e+000dB,-2.32727844920407e+001°)
3.80189396320557e+004	(6.40900116440042e+000dB,-2.30034143742968e+001°)
3.89045144994277e+004	(6.34836461655327e+000dB,-2.27331445358115e+001°)
3.98107170553493e+004	(6.28976292318939e+000dB,-2.24624572463930e+001°)
