Freq.	V(n004)/V(n001)
1.12201845430196e+002	(-7.88105356303101e+001dB,7.88856426487427e+001°)
1.14815362149688e+002	(-7.86177782504254e+001dB,7.91317855969620e+001°)
1.17489755493953e+002	(-7.84246968419088e+001dB,7.93727019465594e+001°)
1.20226443461741e+002	(-7.82313458565390e+001dB,7.96084294894202e+001°)
1.23026877081238e+002	(-7.80376869681961e+001dB,7.98391472352670e+001°)
1.25892541179416e+002	(-7.78437429244737e+001dB,8.00649163228006e+001°)
1.28824955169313e+002	(-7.76495547308057e+001dB,8.02858188424035e+001°)
1.31825673855640e+002	(-7.74550889169199e+001dB,8.05019758166704e+001°)
1.34896288259165e+002	(-7.72603939039685e+001dB,8.07134354624808e+001°)
1.38038426460288e+002	(-7.70654668040079e+001dB,8.09203123651365e+001°)
1.41253754462275e+002	(-7.68703091280863e+001dB,8.11226897713123e+001°)
1.44543977074592e+002	(-7.66749476106615e+001dB,8.13206503659338e+001°)
1.47910838816820e+002	(-7.64793777052402e+001dB,8.15142925918659e+001°)
1.51356124843620e+002	(-7.62836135879355e+001dB,8.17036846331371e+001°)
1.54881661891248e+002	(-7.60876576384334e+001dB,8.18889163784769e+001°)
1.58489319246111e+002	(-7.58915371130623e+001dB,8.20700679326277e+001°)
1.62181009735892e+002	(-7.56952317481248e+001dB,8.22472367205448e+001°)
1.65958690743755e+002	(-7.54987627237849e+001dB,8.24204918417413e+001°)
1.69824365246174e+002	(-7.53021418989014e+001dB,8.25899060141823e+001°)
1.73780082874937e+002	(-7.51053721670289e+001dB,8.27555541898838e+001°)
1.77827941003892e+002	(-7.49084623489032e+001dB,8.29175260103694e+001°)
1.81970085860998e+002	(-7.47114106288414e+001dB,8.30758966219487e+001°)
1.86208713666286e+002	(-7.45142286701857e+001dB,8.32307358220825e+001°)
1.90546071796324e+002	(-7.43169200381471e+001dB,8.33821140794592e+001°)
1.94984459975804e+002	(-7.41194954197290e+001dB,8.35301055869177e+001°)
1.99526231496887e+002	(-7.39219533400464e+001dB,8.36747805188634e+001°)
2.04173794466952e+002	(-7.37243011299171e+001dB,8.38162080568998e+001°)
2.08929613085403e+002	(-7.35265509762206e+001dB,8.39544518284968e+001°)
2.13796208950222e+002	(-7.33286934165042e+001dB,8.40895907339856e+001°)
2.18776162394954e+002	(-7.31307449339450e+001dB,8.42216789626501e+001°)
2.23872113856833e+002	(-7.29327032339089e+001dB,8.43507841535736e+001°)
2.29086765276776e+002	(-7.27345740979780e+001dB,8.44769705343036e+001°)
2.34422881531991e+002	(-7.25363614050165e+001dB,8.46002973151954e+001°)
2.39883291901948e+002	(-7.23380701544273e+001dB,8.47208286150235e+001°)
2.45470891568502e+002	(-7.21397017881698e+001dB,8.48386227462301e+001°)
2.51188643150957e+002	(-7.19412589797748e+001dB,8.49537392558230e+001°)
2.57039578276885e+002	(-7.17427469058692e+001dB,8.50662323020807e+001°)
2.63026799189537e+002	(-7.15441703311685e+001dB,8.51761587123564e+001°)
2.69153480392690e+002	(-7.13455291239166e+001dB,8.52835750285815e+001°)
2.75422870333816e+002	(-7.11468289483714e+001dB,8.53885343930062e+001°)
2.81838293126444e+002	(-7.09480686023422e+001dB,8.54910897799846e+001°)
2.88403150312659e+002	(-7.07492542521310e+001dB,8.55912925832652e+001°)
2.95120922666637e+002	(-7.05503859553302e+001dB,8.56891931510589e+001°)
3.01995172040200e+002	(-7.03514660698774e+001dB,8.57848424490029e+001°)
3.09029543251358e+002	(-7.01524990176677e+001dB,8.58782866900360e+001°)
3.16227766016837e+002	(-6.99534852048884e+001dB,8.59695745198617e+001°)
3.23593656929627e+002	(-6.97544268485308e+001dB,8.60587538355043e+001°)
3.31131121482590e+002	(-6.95553279333144e+001dB,8.61458665272649e+001°)
3.38844156139201e+002	(-6.93561881567888e+001dB,8.62309596509406e+001°)
3.46736850452530e+002	(-6.91570080003868e+001dB,8.63140785966924e+001°)
3.54813389233574e+002	(-6.89577924721144e+001dB,8.63952620540931e+001°)
3.63078054770100e+002	(-6.87585420158437e+001dB,8.64745539278250e+001°)
3.71535229097171e+002	(-6.85592586475452e+001dB,8.65519938222023e+001°)
3.80189396320559e+002	(-6.83599416849682e+001dB,8.66276230684120e+001°)
3.89045144994279e+002	(-6.81605933505577e+001dB,8.67014801786486e+001°)
3.98107170553495e+002	(-6.79612179876581e+001dB,8.67736018150884e+001°)
4.07380277804111e+002	(-6.77618135794254e+001dB,8.68440269091863e+001°)
4.16869383470333e+002	(-6.75623831759903e+001dB,8.69127908304313e+001°)
4.26579518801591e+002	(-6.73629254928091e+001dB,8.69799311471860e+001°)
4.36515832240164e+002	(-6.71634451402552e+001dB,8.70454802370712e+001°)
4.46683592150961e+002	(-6.69639410320264e+001dB,8.71094731526157e+001°)
4.57088189614873e+002	(-6.67644143651173e+001dB,8.71719432396009e+001°)
4.67735141287196e+002	(-6.65648666667806e+001dB,8.72329229864059e+001°)
4.78630092322636e+002	(-6.63652991904525e+001dB,8.72924435815180e+001°)
4.89778819368444e+002	(-6.61657112090410e+001dB,8.73505371851210e+001°)
5.01187233627270e+002	(-6.59661058970729e+001dB,8.74072326511105e+001°)
5.12861383991362e+002	(-6.57664816137205e+001dB,8.74625607957291e+001°)
5.24807460249770e+002	(-6.55668412952761e+001dB,8.75165496456014e+001°)
5.37031796370250e+002	(-6.53671851400438e+001dB,8.75692275914592e+001°)
5.49540873857622e+002	(-6.51675126927879e+001dB,8.76206223634315e+001°)
5.62341325190346e+002	(-6.49678264085118e+001dB,8.76707606503124e+001°)
5.75439937337154e+002	(-6.47681254455030e+001dB,8.77196690748936e+001°)
5.88843655355586e+002	(-6.45684114939081e+001dB,8.77673726961457e+001°)
6.02559586074355e+002	(-6.43686839785208e+001dB,8.78138970019626e+001°)
6.16595001861479e+002	(-6.41689449583764e+001dB,8.78592660071578e+001°)
6.30957344480190e+002	(-6.39691939834970e+001dB,8.79035035847405e+001°)
6.45654229034652e+002	(-6.37694318444436e+001dB,8.79466330571900e+001°)
6.60693448007592e+002	(-6.35696591953943e+001dB,8.79886770485916e+001°)
6.76082975391978e+002	(-6.33698765787148e+001dB,8.80296574091782e+001°)
6.91830970918933e+002	(-6.31700837383739e+001dB,8.80695961504580e+001°)
7.07945784384134e+002	(-6.29702820793331e+001dB,8.81085137208017e+001°)
7.24435960074986e+002	(-6.27704709367171e+001dB,8.81464310623686e+001°)
7.41310241300914e+002	(-6.25706519563342e+001dB,8.81833677198283e+001°)
7.58577575029180e+002	(-6.23708244869150e+001dB,8.82193433223693e+001°)
7.76247116628688e+002	(-6.21709895421025e+001dB,8.82543767858933e+001°)
7.94328234724277e+002	(-6.19711471512186e+001dB,8.82884865167551e+001°)
8.12830516164095e+002	(-6.17712976674867e+001dB,8.83216905611431e+001°)
8.31763771102666e+002	(-6.15714415279475e+001dB,8.83540063222033e+001°)
8.51138038202372e+002	(-6.13715789722694e+001dB,8.83854508541911e+001°)
8.70963589956076e+002	(-6.11717104988799e+001dB,8.84160406888249e+001°)
8.91250938133741e+002	(-6.09718361233697e+001dB,8.84457920393849e+001°)
9.12010839355905e+002	(-6.07719560408766e+001dB,8.84747205510820e+001°)
9.33254300796986e+002	(-6.05720705203795e+001dB,8.85028414789822e+001°)
9.54992586021431e+002	(-6.03721802236929e+001dB,8.85301696310209e+001°)
9.77237220955805e+002	(-6.01722849609538e+001dB,8.85567194318910e+001°)
9.99999999999994e+002	(-5.99723850706505e+001dB,8.85825049358217e+001°)
1.02329299228075e+003	(-5.97724807870303e+001dB,8.86075397408221e+001°)
1.04712854805089e+003	(-5.95725721565253e+001dB,8.86318370734929e+001°)
1.07151930523760e+003	(-5.93726597170743e+001dB,8.86554096991654e+001°)
1.09647819614318e+003	(-5.91727434565416e+001dB,8.86782701239386e+001°)
1.12201845430196e+003	(-5.89728232840355e+001dB,8.87004304289554e+001°)
1.14815362149688e+003	(-5.87728998179827e+001dB,8.87219022688048e+001°)
1.17489755493952e+003	(-5.85729730544464e+001dB,8.87426970043437e+001°)
1.20226443461741e+003	(-5.83730431635217e+001dB,8.87628256457508e+001°)
1.23026877081237e+003	(-5.81731103173878e+001dB,8.87822988056931e+001°)
1.25892541179416e+003	(-5.79731743973729e+001dB,8.88011268181599e+001°)
1.28824955169313e+003	(-5.77732358389657e+001dB,8.88193195967292e+001°)
1.31825673855640e+003	(-5.75732945812105e+001dB,8.88368867894256e+001°)
1.34896288259165e+003	(-5.73733509818830e+001dB,8.88538376325567e+001°)
1.38038426460288e+003	(-5.71734049667941e+001dB,8.88701811266969e+001°)
1.41253754462275e+003	(-5.69734566227800e+001dB,8.88859259290211e+001°)
1.44543977074592e+003	(-5.67735062931819e+001dB,8.89010803133136e+001°)
1.47910838816820e+003	(-5.65735538103446e+001dB,8.89156523469686e+001°)
1.51356124843620e+003	(-5.63735994404823e+001dB,8.89296497068332e+001°)
1.54881661891247e+003	(-5.61736432207463e+001dB,8.89430798048867e+001°)
1.58489319246110e+003	(-5.59736852648138e+001dB,8.89559497520744e+001°)
1.62181009735892e+003	(-5.57737257028647e+001dB,8.89682663380595e+001°)
1.65958690743755e+003	(-5.55737645218829e+001dB,8.89800361061928e+001°)
1.69824365246173e+003	(-5.53738019037340e+001dB,8.89912652568704e+001°)
1.73780082874936e+003	(-5.51738378480351e+001dB,8.90019597566747e+001°)
1.77827941003891e+003	(-5.49738724491535e+001dB,8.90121252475124e+001°)
1.81970085860997e+003	(-5.47739057551675e+001dB,8.90217671166847e+001°)
1.86208713666286e+003	(-5.45739379819168e+001dB,8.90308904578277e+001°)
1.90546071796323e+003	(-5.43739690319657e+001dB,8.90395001080670e+001°)
1.94984459975803e+003	(-5.41739990218816e+001dB,8.90476006256192e+001°)
1.99526231496887e+003	(-5.39740280464085e+001dB,8.90551962835486e+001°)
2.04173794466952e+003	(-5.37740561192127e+001dB,8.90622911170041e+001°)
2.08929613085403e+003	(-5.35740833472096e+001dB,8.90688888772726e+001°)
2.13796208950222e+003	(-5.33741097745157e+001dB,8.90749930500511e+001°)
2.18776162394954e+003	(-5.31741354472672e+001dB,8.90806068717248e+001°)
2.23872113856832e+003	(-5.29741603898928e+001dB,8.90857333187118e+001°)
2.29086765276776e+003	(-5.27741846948113e+001dB,8.90903750942875e+001°)
2.34422881531991e+003	(-5.25742084234444e+001dB,8.90945346596006e+001°)
2.39883291901947e+003	(-5.23742316018437e+001dB,8.90982142171197e+001°)
2.45470891568501e+003	(-5.21742543173457e+001dB,8.91014157109378e+001°)
2.51188643150956e+003	(-5.19742765132478e+001dB,8.91041408412637e+001°)
2.57039578276885e+003	(-5.17742983727674e+001dB,8.91063910458814e+001°)
2.63026799189536e+003	(-5.15743198604390e+001dB,8.91081675164428e+001°)
2.69153480392690e+003	(-5.13743410504280e+001dB,8.91094711920061e+001°)
2.75422870333815e+003	(-5.11743619621980e+001dB,8.91103027657011e+001°)
2.81838293126443e+003	(-5.09743826586886e+001dB,8.91106626731726e+001°)
2.88403150312659e+003	(-5.07744031686157e+001dB,8.91105511041651e+001°)
2.95120922666636e+003	(-5.05744235722500e+001dB,8.91099679992068e+001°)
3.01995172040199e+003	(-5.03744438709284e+001dB,8.91089130508571e+001°)
3.09029543251357e+003	(-5.01744641208811e+001dB,8.91073856976499e+001°)
3.16227766016836e+003	(-4.99744843960421e+001dB,8.91053851301390e+001°)
3.23593656929626e+003	(-4.97745046933771e+001dB,8.91029102879554e+001°)
3.31131121482589e+003	(-4.95745250848680e+001dB,8.90999598584024e+001°)
3.38844156139200e+003	(-4.93745456037917e+001dB,8.90965322779036e+001°)
3.46736850452529e+003	(-4.91745662872081e+001dB,8.90926257341281e+001°)
3.54813389233573e+003	(-4.89745871901973e+001dB,8.90882381535658e+001°)
3.63078054770099e+003	(-4.87746083526688e+001dB,8.90833672123273e+001°)
3.71535229097170e+003	(-4.85746298243824e+001dB,8.90780103320572e+001°)
3.80189396320558e+003	(-4.83746516394520e+001dB,8.90721646738414e+001°)
3.89045144994278e+003	(-4.81746738522639e+001dB,8.90658271389895e+001°)
3.98107170553494e+003	(-4.79746965141069e+001dB,8.90589943717055e+001°)
4.07380277804110e+003	(-4.77747196455143e+001dB,8.90516627569696e+001°)
4.16869383470332e+003	(-4.75747433386274e+001dB,8.90438284051485e+001°)
4.26579518801589e+003	(-4.73747676206116e+001dB,8.90354871718957e+001°)
4.36515832240162e+003	(-4.71747925440696e+001dB,8.90266346334206e+001°)
4.46683592150960e+003	(-4.69748181539962e+001dB,8.90172661086784e+001°)
4.57088189614871e+003	(-4.67748445277931e+001dB,8.90073766287278e+001°)
4.67735141287194e+003	(-4.65748716958062e+001dB,8.89969609624308e+001°)
4.78630092322634e+003	(-4.63748997295024e+001dB,8.89860135917579e+001°)
4.89778819368442e+003	(-4.61749286859476e+001dB,8.89745287188784e+001°)
5.01187233627268e+003	(-4.59749586286603e+001dB,8.89625002628868e+001°)
5.12861383991361e+003	(-4.57749896172656e+001dB,8.89499218564795e+001°)
5.24807460249768e+003	(-4.55750217159746e+001dB,8.89367868379828e+001°)
5.37031796370248e+003	(-4.53750549981356e+001dB,8.89230882535821e+001°)
5.49540873857620e+003	(-4.51750895246794e+001dB,8.89088188517503e+001°)
5.62341325190344e+003	(-4.49751253886366e+001dB,8.88939710752901e+001°)
5.75439937337152e+003	(-4.47751626472507e+001dB,8.88785370682212e+001°)
5.88843655355584e+003	(-4.45752013811494e+001dB,8.88625086598714e+001°)
6.02559586074353e+003	(-4.43752416836805e+001dB,8.88458773645545e+001°)
6.16595001861477e+003	(-4.41752836327939e+001dB,8.88286343818392e+001°)
6.30957344480188e+003	(-4.39753273152640e+001dB,8.88107705852721e+001°)
6.45654229034650e+003	(-4.37753728320963e+001dB,8.87922765208692e+001°)
6.60693448007590e+003	(-4.35754202653538e+001dB,8.87731424024803e+001°)
6.76082975391976e+003	(-4.33754697310495e+001dB,8.87533581060887e+001°)
6.91830970918931e+003	(-4.31755213222639e+001dB,8.87329131635072e+001°)
7.07945784384132e+003	(-4.29755751560500e+001dB,8.87117967590710e+001°)
7.24435960074984e+003	(-4.27756313472838e+001dB,8.86899977216887e+001°)
7.41310241300911e+003	(-4.25756900087633e+001dB,8.86675045216994e+001°)
7.58577575029177e+003	(-4.23757512674032e+001dB,8.86443052617614e+001°)
7.76247116628685e+003	(-4.21758152531695e+001dB,8.86203876731286e+001°)
7.94328234724275e+003	(-4.19758821018257e+001dB,8.85957391072772e+001°)
8.12830516164092e+003	(-4.17759519566252e+001dB,8.85703465327578e+001°)
8.31763771102664e+003	(-4.15760249621619e+001dB,8.85441965252457e+001°)
8.51138038202369e+003	(-4.13761012739541e+001dB,8.85172752608913e+001°)
8.70963589956073e+003	(-4.11761810549028e+001dB,8.84895685106303e+001°)
8.91250938133738e+003	(-4.09762644765760e+001dB,8.84610616320113e+001°)
9.12010839355902e+003	(-4.07763517090203e+001dB,8.84317395618503e+001°)
9.33254300796983e+003	(-4.05764429445850e+001dB,8.84015868076914e+001°)
9.54992586021428e+003	(-4.03765383694378e+001dB,8.83705874425931e+001°)
9.77237220955802e+003	(-4.01766381870069e+001dB,8.83387250920177e+001°)
9.99999999999991e+003	(-3.99767426142590e+001dB,8.83059829309597e+001°)
1.02329299228075e+004	(-3.97768518662109e+001dB,8.82723436715429e+001°)
1.04712854805089e+004	(-3.95769661761207e+001dB,8.82377895557992e+001°)
1.07151930523760e+004	(-3.93770857863226e+001dB,8.82023023453939e+001°)
1.09647819614318e+004	(-3.91772109499480e+001dB,8.81658633149572e+001°)
1.12201845430195e+004	(-3.89773419310365e+001dB,8.81284532396780e+001°)
1.14815362149687e+004	(-3.87774790071500e+001dB,8.80900523870899e+001°)
1.17489755493952e+004	(-3.85776224694344e+001dB,8.80506405057159e+001°)
1.20226443461740e+004	(-3.83777726206771e+001dB,8.80101968173587e+001°)
1.23026877081237e+004	(-3.81779297764910e+001dB,8.79687000049303e+001°)
1.25892541179416e+004	(-3.79780942721694e+001dB,8.79261282003838e+001°)
1.28824955169312e+004	(-3.77782664553528e+001dB,8.78824589776882e+001°)
1.31825673855640e+004	(-3.75784466875971e+001dB,8.78376693379362e+001°)
1.34896288259164e+004	(-3.73786353511138e+001dB,8.77917356988056e+001°)
1.38038426460287e+004	(-3.71788328462470e+001dB,8.77446338849214e+001°)
1.41253754462274e+004	(-3.69790395881585e+001dB,8.76963391125118e+001°)
1.44543977074591e+004	(-3.67792560150081e+001dB,8.76468259799063e+001°)
1.47910838816819e+004	(-3.65794825837765e+001dB,8.75960684541876e+001°)
1.51356124843619e+004	(-3.63797197724287e+001dB,8.75440398573280e+001°)
1.54881661891247e+004	(-3.61799680824228e+001dB,8.74907128552397e+001°)
1.58489319246110e+004	(-3.59802280381987e+001dB,8.74360594423367e+001°)
1.62181009735891e+004	(-3.57805001876917e+001dB,8.73800509299725e+001°)
1.65958690743755e+004	(-3.55807851060155e+001dB,8.73226579304464e+001°)
1.69824365246173e+004	(-3.53810833937307e+001dB,8.72638503446114e+001°)
1.73780082874936e+004	(-3.51813956801067e+001dB,8.72035973472476e+001°)
1.77827941003891e+004	(-3.49817226244595e+001dB,8.71418673716408e+001°)
1.81970085860997e+004	(-3.47820649153875e+001dB,8.70786280950668e+001°)
1.86208713666285e+004	(-3.45824232734192e+001dB,8.70138464232130e+001°)
1.90546071796323e+004	(-3.43827984549816e+001dB,8.69474884757540e+001°)
1.94984459975803e+004	(-3.41831912502089e+001dB,8.68795195695296e+001°)
1.99526231496886e+004	(-3.39836024850392e+001dB,8.68099042024731e+001°)
2.04173794466951e+004	(-3.37840330257425e+001dB,8.67386060384682e+001°)
2.08929613085402e+004	(-3.35844837783377e+001dB,8.66655878892232e+001°)
2.13796208950221e+004	(-3.33849556909227e+001dB,8.65908116986888e+001°)
2.18776162394953e+004	(-3.31854497552671e+001dB,8.65142385251121e+001°)
2.23872113856832e+004	(-3.29859670099139e+001dB,8.64358285249621e+001°)
2.29086765276775e+004	(-3.27865085411967e+001dB,8.63555409335089e+001°)
2.34422881531990e+004	(-3.25870754862771e+001dB,8.62733340482999e+001°)
2.39883291901947e+004	(-3.23876690350453e+001dB,8.61891652110097e+001°)
2.45470891568501e+004	(-3.21882904324895e+001dB,8.61029907888605e+001°)
2.51188643150956e+004	(-3.19889409809506e+001dB,8.60147661560426e+001°)
2.57039578276884e+004	(-3.17896220441953e+001dB,8.59244456757497e+001°)
2.63026799189536e+004	(-3.15903350478646e+001dB,8.58319826800353e+001°)
2.69153480392689e+004	(-3.13910814847103e+001dB,8.57373294515099e+001°)
2.75422870333814e+004	(-3.11918629155343e+001dB,8.56404372050127e+001°)
2.81838293126443e+004	(-3.09926809737499e+001dB,8.55412560663168e+001°)
2.88403150312658e+004	(-3.07935373684893e+001dB,8.54397350546383e+001°)
2.95120922666636e+004	(-3.05944338865876e+001dB,8.53358220609651e+001°)
3.01995172040199e+004	(-3.03953723981192e+001dB,8.52294638302088e+001°)
3.09029543251356e+004	(-3.01963548588257e+001dB,8.51206059409919e+001°)
3.16227766016835e+004	(-2.99973833147166e+001dB,8.50091927850660e+001°)
3.23593656929625e+004	(-2.97984599052087e+001dB,8.48951675486824e+001°)
3.31131121482588e+004	(-2.95995868678992e+001dB,8.47784721920242e+001°)
3.38844156139199e+004	(-2.94007665432051e+001dB,8.46590474297638e+001°)
3.46736850452528e+004	(-2.92020013784889e+001dB,8.45368327122342e+001°)
3.54813389233572e+004	(-2.90032939324807e+001dB,8.44117662043929e+001°)
3.63078054770098e+004	(-2.88046468810272e+001dB,8.42837847684668e+001°)
3.71535229097169e+004	(-2.86060630212872e+001dB,8.41528239434555e+001°)
