Freq.	V(n004)/V(n001)
2.45470891568503e+001	(4.22778232290573e+001dB,1.79992332353039e+002°)
2.51188643150958e+001	(4.22778232273868e+001dB,1.79992153750639e+002°)
2.57039578276886e+001	(4.22778232255975e+001dB,1.79991970988091e+002°)
2.63026799189538e+001	(4.22778232237534e+001dB,1.79991783968337e+002°)
2.69153480392691e+001	(4.22778232218239e+001dB,1.79991592592550e+002°)
2.75422870333816e+001	(4.22778232198102e+001dB,1.79991396758698e+002°)
2.81838293126445e+001	(4.22778232176879e+001dB,1.79991196363516e+002°)
2.88403150312660e+001	(4.22778232154584e+001dB,1.79990991300650e+002°)
2.95120922666638e+001	(4.22778232131353e+001dB,1.79990781460883e+002°)
3.01995172040201e+001	(4.22778232107010e+001dB,1.79990566733688e+002°)
3.09029543251359e+001	(4.22778232081505e+001dB,1.79990347004458e+002°)
3.16227766016838e+001	(4.22778232054725e+001dB,1.79990122157471e+002°)
3.23593656929628e+001	(4.22778232026811e+001dB,1.79989892072869e+002°)
3.31131121482591e+001	(4.22778231997525e+001dB,1.79989656629042e+002°)
3.38844156139202e+001	(4.22778231966820e+001dB,1.79989415701100e+002°)
3.46736850452531e+001	(4.22778231934965e+001dB,1.79989169161178e+002°)
3.54813389233575e+001	(4.22778231901156e+001dB,1.79988916878485e+002°)
3.63078054770101e+001	(4.22778231866168e+001dB,1.79988658719279e+002°)
3.71535229097172e+001	(4.22778231829264e+001dB,1.79988394547079e+002°)
3.80189396320561e+001	(4.22778231790715e+001dB,1.79988124221052e+002°)
3.89045144994280e+001	(4.22778231750352e+001dB,1.79987847598769e+002°)
3.98107170553497e+001	(4.22778231708009e+001dB,1.79987564533050e+002°)
4.07380277804112e+001	(4.22778231663580e+001dB,1.79987274873759e+002°)
4.16869383470335e+001	(4.22778231617280e+001dB,1.79986978467477e+002°)
4.26579518801592e+001	(4.22778231568849e+001dB,1.79986675157088e+002°)
4.36515832240165e+001	(4.22778231517904e+001dB,1.79986364781624e+002°)
4.46683592150962e+001	(4.22778231464533e+001dB,1.79986047176675e+002°)
4.57088189614874e+001	(4.22778231408861e+001dB,1.79985722173650e+002°)
4.67735141287197e+001	(4.22778231350538e+001dB,1.79985389600230e+002°)
4.78630092322638e+001	(4.22778231289312e+001dB,1.79985049280375e+002°)
4.89778819368445e+001	(4.22778231225342e+001dB,1.79984701033316e+002°)
5.01187233627271e+001	(4.22778231158188e+001dB,1.79984344674644e+002°)
5.12861383991364e+001	(4.22778231088013e+001dB,1.79983980015221e+002°)
5.24807460249772e+001	(4.22778231014508e+001dB,1.79983606861843e+002°)
5.37031796370252e+001	(4.22778230937490e+001dB,1.79983225016652e+002°)
5.49540873857624e+001	(4.22778230856906e+001dB,1.79982834277050e+002°)
5.62341325190348e+001	(4.22778230772452e+001dB,1.79982434436020e+002°)
5.75439937337156e+001	(4.22778230684110e+001dB,1.79982025281541e+002°)
5.88843655355588e+001	(4.22778230591518e+001dB,1.79981606596617e+002°)
6.02559586074357e+001	(4.22778230494599e+001dB,1.79981178159060e+002°)
6.16595001861481e+001	(4.22778230393119e+001dB,1.79980739742227e+002°)
6.30957344480192e+001	(4.22778230286819e+001dB,1.79980291113177e+002°)
6.45654229034654e+001	(4.22778230175534e+001dB,1.79979832034196e+002°)
6.60693448007595e+001	(4.22778230059055e+001dB,1.79979362261949e+002°)
6.76082975391980e+001	(4.22778229937020e+001dB,1.79978881547299e+002°)
6.91830970918935e+001	(4.22778229809255e+001dB,1.79978389635286e+002°)
7.07945784384136e+001	(4.22778229675467e+001dB,1.79977886265361e+002°)
7.24435960074988e+001	(4.22778229535397e+001dB,1.79977371170238e+002°)
7.41310241300916e+001	(4.22778229388723e+001dB,1.79976844077124e+002°)
7.58577575029182e+001	(4.22778229235100e+001dB,1.79976304706441e+002°)
7.76247116628690e+001	(4.22778229074247e+001dB,1.79975752772142e+002°)
7.94328234724279e+001	(4.22778228905854e+001dB,1.79975187981676e+002°)
8.12830516164097e+001	(4.22778228729459e+001dB,1.79974610035508e+002°)
8.31763771102669e+001	(4.22778228544795e+001dB,1.79974018627293e+002°)
8.51138038202374e+001	(4.22778228351393e+001dB,1.79973413443389e+002°)
8.70963589956078e+001	(4.22778228148928e+001dB,1.79972794162906e+002°)
8.91250938133743e+001	(4.22778227936895e+001dB,1.79972160457670e+002°)
9.12010839355907e+001	(4.22778227714870e+001dB,1.79971511991357e+002°)
9.33254300796988e+001	(4.22778227482374e+001dB,1.79970848420406e+002°)
9.54992586021433e+001	(4.22778227238913e+001dB,1.79970169392943e+002°)
9.77237220955808e+001	(4.22778226984013e+001dB,1.79969474548944e+002°)
9.99999999999997e+001	(4.22778226717121e+001dB,1.79968763519839e+002°)
1.02329299228075e+002	(4.22778226437562e+001dB,1.79968035928794e+002°)
1.04712854805090e+002	(4.22778226144892e+001dB,1.79967291389939e+002°)
1.07151930523760e+002	(4.22778225838401e+001dB,1.79966529508544e+002°)
1.09647819614318e+002	(4.22778225517456e+001dB,1.79965749880759e+002°)
1.12201845430196e+002	(4.22778225181416e+001dB,1.79964952093036e+002°)
1.14815362149688e+002	(4.22778224829552e+001dB,1.79964135722430e+002°)
1.17489755493953e+002	(4.22778224461093e+001dB,1.79963300336058e+002°)
1.20226443461741e+002	(4.22778224075247e+001dB,1.79962445491244e+002°)
1.23026877081238e+002	(4.22778223671228e+001dB,1.79961570734420e+002°)
1.25892541179416e+002	(4.22778223248155e+001dB,1.79960675601842e+002°)
1.28824955169313e+002	(4.22778222805165e+001dB,1.79959759619089e+002°)
1.31825673855640e+002	(4.22778222341290e+001dB,1.79958822300201e+002°)
1.34896288259165e+002	(4.22778221855546e+001dB,1.79957863148452e+002°)
1.38038426460288e+002	(4.22778221346919e+001dB,1.79956881655197e+002°)
1.41253754462275e+002	(4.22778220814309e+001dB,1.79955877299978e+002°)
1.44543977074592e+002	(4.22778220256607e+001dB,1.79954849550394e+002°)
1.47910838816820e+002	(4.22778219672630e+001dB,1.79953797861419e+002°)
1.51356124843620e+002	(4.22778219061120e+001dB,1.79952721675478e+002°)
1.54881661891248e+002	(4.22778218420779e+001dB,1.79951620421914e+002°)
1.58489319246111e+002	(4.22778217750276e+001dB,1.79950493516981e+002°)
1.62181009735892e+002	(4.22778217048172e+001dB,1.79949340362955e+002°)
1.65958690743755e+002	(4.22778216312982e+001dB,1.79948160348528e+002°)
1.69824365246174e+002	(4.22778215543140e+001dB,1.79946952848085e+002°)
1.73780082874937e+002	(4.22778214737002e+001dB,1.79945717221362e+002°)
1.77827941003892e+002	(4.22778213892886e+001dB,1.79944452813234e+002°)
1.81970085860998e+002	(4.22778213008990e+001dB,1.79943158953224e+002°)
1.86208713666286e+002	(4.22778212083438e+001dB,1.79941834955361e+002°)
1.90546071796324e+002	(4.22778211114258e+001dB,1.79940480117627e+002°)
1.94984459975804e+002	(4.22778210099410e+001dB,1.79939093721720e+002°)
1.99526231496887e+002	(4.22778209036728e+001dB,1.79937675032489e+002°)
2.04173794466952e+002	(4.22778207923962e+001dB,1.79936223297752e+002°)
2.08929613085403e+002	(4.22778206758753e+001dB,1.79934737747858e+002°)
2.13796208950222e+002	(4.22778205538636e+001dB,1.79933217595002e+002°)
2.18776162394954e+002	(4.22778204261016e+001dB,1.79931662033311e+002°)
2.23872113856833e+002	(4.22778202923179e+001dB,1.79930070237937e+002°)
2.29086765276776e+002	(4.22778201522294e+001dB,1.79928441364909e+002°)
2.34422881531991e+002	(4.22778200055382e+001dB,1.79926774550581e+002°)
2.39883291901948e+002	(4.22778198519343e+001dB,1.79925068911203e+002°)
2.45470891568502e+002	(4.22778196910912e+001dB,1.79923323542401e+002°)
2.51188643150957e+002	(4.22778195226680e+001dB,1.79921537518750e+002°)
2.57039578276885e+002	(4.22778193463068e+001dB,1.79919709893305e+002°)
2.63026799189537e+002	(4.22778191616340e+001dB,1.79917839697060e+002°)
2.69153480392690e+002	(4.22778189682579e+001dB,1.79915925938376e+002°)
2.75422870333816e+002	(4.22778187657686e+001dB,1.79913967602595e+002°)
2.81838293126444e+002	(4.22778185537360e+001dB,1.79911963651332e+002°)
2.88403150312659e+002	(4.22778183317108e+001dB,1.79909913022120e+002°)
2.95120922666637e+002	(4.22778180992217e+001dB,1.79907814627658e+002°)
3.01995172040200e+002	(4.22778178557759e+001dB,1.79905667355354e+002°)
3.09029543251358e+002	(4.22778176008567e+001dB,1.79903470066736e+002°)
3.16227766016837e+002	(4.22778173339233e+001dB,1.79901221596749e+002°)
3.23593656929627e+002	(4.22778170544103e+001dB,1.79898920753234e+002°)
3.31131121482590e+002	(4.22778167617237e+001dB,1.79896566316294e+002°)
3.38844156139201e+002	(4.22778164552433e+001dB,1.79894157037546e+002°)
3.46736850452530e+002	(4.22778161343194e+001dB,1.79891691639543e+002°)
3.54813389233574e+002	(4.22778157982704e+001dB,1.79889168815164e+002°)
3.63078054770100e+002	(4.22778154463842e+001dB,1.79886587226762e+002°)
3.71535229097171e+002	(4.22778150779139e+001dB,1.79883945505563e+002°)
3.80189396320559e+002	(4.22778146920783e+001dB,1.79881242250861e+002°)
3.89045144994279e+002	(4.22778142880588e+001dB,1.79878476029379e+002°)
3.98107170553495e+002	(4.22778138649984e+001dB,1.79875645374500e+002°)
4.07380277804111e+002	(4.22778134219998e+001dB,1.79872748785321e+002°)
4.16869383470333e+002	(4.22778129581232e+001dB,1.79869784726082e+002°)
4.26579518801591e+002	(4.22778124723853e+001dB,1.79866751625162e+002°)
4.36515832240164e+002	(4.22778119637550e+001dB,1.79863647874459e+002°)
4.46683592150961e+002	(4.22778114311537e+001dB,1.79860471828294e+002°)
4.57088189614873e+002	(4.22778108734517e+001dB,1.79857221802706e+002°)
4.67735141287196e+002	(4.22778102894662e+001dB,1.79853896074520e+002°)
4.78630092322636e+002	(4.22778096779582e+001dB,1.79850492880419e+002°)
4.89778819368444e+002	(4.22778090376309e+001dB,1.79847010415966e+002°)
5.01187233627270e+002	(4.22778083671258e+001dB,1.79843446834793e+002°)
5.12861383991362e+002	(4.22778076650210e+001dB,1.79839800247405e+002°)
5.24807460249770e+002	(4.22778069298270e+001dB,1.79836068720414e+002°)
5.37031796370250e+002	(4.22778061599845e+001dB,1.79832250275332e+002°)
5.49540873857622e+002	(4.22778053538604e+001dB,1.79828342887566e+002°)
5.62341325190346e+002	(4.22778045097450e+001dB,1.79824344485450e+002°)
5.75439937337154e+002	(4.22778036258479e+001dB,1.79820252948971e+002°)
5.88843655355586e+002	(4.22778027002940e+001dB,1.79816066108812e+002°)
6.02559586074355e+002	(4.22778017311202e+001dB,1.79811781745060e+002°)
6.16595001861479e+002	(4.22778007162708e+001dB,1.79807397586177e+002°)
6.30957344480190e+002	(4.22777996535930e+001dB,1.79802911307641e+002°)
6.45654229034652e+002	(4.22777985408331e+001dB,1.79798320530826e+002°)
6.60693448007592e+002	(4.22777973756305e+001dB,1.79793622821700e+002°)
6.76082975391978e+002	(4.22777961555138e+001dB,1.79788815689537e+002°)
6.91830970918933e+002	(4.22777948778950e+001dB,1.79783896585567e+002°)
7.07945784384134e+002	(4.22777935400641e+001dB,1.79778862901718e+002°)
7.24435960074986e+002	(4.22777921391834e+001dB,1.79773711969096e+002°)
7.41310241300914e+002	(4.22777906722815e+001dB,1.79768441056730e+002°)
7.58577575029180e+002	(4.22777891362469e+001dB,1.79763047369955e+002°)
7.76247116628688e+002	(4.22777875278216e+001dB,1.79757528049080e+002°)
7.94328234724277e+002	(4.22777858435938e+001dB,1.79751880167768e+002°)
8.12830516164095e+002	(4.22777840799913e+001dB,1.79746100731541e+002°)
8.31763771102666e+002	(4.22777822332731e+001dB,1.79740186676176e+002°)
8.51138038202372e+002	(4.22777802995223e+001dB,1.79734134866077e+002°)
8.70963589956076e+002	(4.22777782746371e+001dB,1.79727942092625e+002°)
8.91250938133741e+002	(4.22777761543225e+001dB,1.79721605072452e+002°)
9.12010839355905e+002	(4.22777739340812e+001dB,1.79715120445724e+002°)
9.33254300796986e+002	(4.22777716092039e+001dB,1.79708484774359e+002°)
9.54992586021431e+002	(4.22777691747592e+001dB,1.79701694540219e+002°)
9.77237220955805e+002	(4.22777666255833e+001dB,1.79694746143186e+002°)
9.99999999999994e+002	(4.22777639562695e+001dB,1.79687635899321e+002°)
1.02329299228075e+003	(4.22777611611558e+001dB,1.79680360038881e+002°)
1.04712854805089e+003	(4.22777582343134e+001dB,1.79672914704314e+002°)
1.07151930523760e+003	(4.22777551695344e+001dB,1.79665295948254e+002°)
1.09647819614318e+003	(4.22777519603180e+001dB,1.79657499731372e+002°)
1.12201845430196e+003	(4.22777485998574e+001dB,1.79649521920260e+002°)
1.14815362149688e+003	(4.22777450810247e+001dB,1.79641358285285e+002°)
1.17489755493952e+003	(4.22777413963561e+001dB,1.79633004498274e+002°)
1.20226443461741e+003	(4.22777375380363e+001dB,1.79624456130264e+002°)
1.23026877081237e+003	(4.22777334978815e+001dB,1.79615708649150e+002°)
1.25892541179416e+003	(4.22777292673223e+001dB,1.79606757417255e+002°)
1.28824955169313e+003	(4.22777248373855e+001dB,1.79597597688939e+002°)
1.31825673855640e+003	(4.22777201986748e+001dB,1.79588224608008e+002°)
1.34896288259165e+003	(4.22777153413513e+001dB,1.79578633205205e+002°)
1.38038426460288e+003	(4.22777102551124e+001dB,1.79568818395522e+002°)
1.41253754462275e+003	(4.22777049291699e+001dB,1.79558774975541e+002°)
1.44543977074592e+003	(4.22776993522274e+001dB,1.79548497620689e+002°)
1.47910838816820e+003	(4.22776935124559e+001dB,1.79537980882364e+002°)
1.51356124843620e+003	(4.22776873974691e+001dB,1.79527219185112e+002°)
1.54881661891247e+003	(4.22776809942968e+001dB,1.79516206823630e+002°)
1.58489319246110e+003	(4.22776742893579e+001dB,1.79504937959764e+002°)
1.62181009735892e+003	(4.22776672684311e+001dB,1.79493406619416e+002°)
1.65958690743755e+003	(4.22776599166249e+001dB,1.79481606689363e+002°)
1.69824365246173e+003	(4.22776522183461e+001dB,1.79469531914051e+002°)
1.73780082874936e+003	(4.22776441572665e+001dB,1.79457175892251e+002°)
1.77827941003891e+003	(4.22776357162888e+001dB,1.79444532073688e+002°)
1.81970085860997e+003	(4.22776268775098e+001dB,1.79431593755569e+002°)
1.86208713666286e+003	(4.22776176221826e+001dB,1.79418354079048e+002°)
1.90546071796323e+003	(4.22776079306767e+001dB,1.79404806025552e+002°)
1.94984459975803e+003	(4.22775977824371e+001dB,1.79390942413116e+002°)
1.99526231496887e+003	(4.22775871559396e+001dB,1.79376755892558e+002°)
2.04173794466952e+003	(4.22775760286460e+001dB,1.79362238943585e+002°)
2.08929613085403e+003	(4.22775643769560e+001dB,1.79347383870831e+002°)
2.13796208950222e+003	(4.22775521761572e+001dB,1.79332182799766e+002°)
2.18776162394954e+003	(4.22775394003727e+001dB,1.79316627672541e+002°)
2.23872113856832e+003	(4.22775260225061e+001dB,1.79300710243715e+002°)
2.29086765276776e+003	(4.22775120141843e+001dB,1.79284422075914e+002°)
2.34422881531991e+003	(4.22774973456973e+001dB,1.79267754535345e+002°)
2.39883291901947e+003	(4.22774819859350e+001dB,1.79250698787238e+002°)
2.45470891568501e+003	(4.22774659023213e+001dB,1.79233245791183e+002°)
2.51188643150956e+003	(4.22774490607454e+001dB,1.79215386296323e+002°)
2.57039578276885e+003	(4.22774314254889e+001dB,1.79197110836511e+002°)
2.63026799189536e+003	(4.22774129591505e+001dB,1.79178409725252e+002°)
2.69153480392690e+003	(4.22773936225667e+001dB,1.79159273050621e+002°)
2.75422870333815e+003	(4.22773733747284e+001dB,1.79139690670007e+002°)
2.81838293126443e+003	(4.22773521726945e+001dB,1.79119652204762e+002°)
2.88403150312659e+003	(4.22773299715005e+001dB,1.79099147034714e+002°)
2.95120922666636e+003	(4.22773067240632e+001dB,1.79078164292565e+002°)
3.01995172040199e+003	(4.22772823810813e+001dB,1.79056692858134e+002°)
3.09029543251357e+003	(4.22772568909303e+001dB,1.79034721352508e+002°)
3.16227766016836e+003	(4.22772301995537e+001dB,1.79012238132023e+002°)
3.23593656929626e+003	(4.22772022503478e+001dB,1.78989231282112e+002°)
3.31131121482589e+003	(4.22771729840423e+001dB,1.78965688611037e+002°)
3.38844156139200e+003	(4.22771423385744e+001dB,1.78941597643438e+002°)
3.46736850452529e+003	(4.22771102489575e+001dB,1.78916945613764e+002°)
3.54813389233573e+003	(4.22770766471431e+001dB,1.78891719459542e+002°)
3.63078054770099e+003	(4.22770414618771e+001dB,1.78865905814486e+002°)
3.71535229097170e+003	(4.22770046185485e+001dB,1.78839491001454e+002°)
3.80189396320558e+003	(4.22769660390314e+001dB,1.78812461025242e+002°)
3.89045144994278e+003	(4.22769256415193e+001dB,1.78784801565218e+002°)
3.98107170553494e+003	(4.22768833403525e+001dB,1.78756497967773e+002°)
4.07380277804110e+003	(4.22768390458357e+001dB,1.78727535238609e+002°)
4.16869383470332e+003	(4.22767926640487e+001dB,1.78697898034864e+002°)
4.26579518801589e+003	(4.22767440966471e+001dB,1.78667570657017e+002°)
4.36515832240162e+003	(4.22766932406541e+001dB,1.78636537040650e+002°)
4.46683592150960e+003	(4.22766399882428e+001dB,1.78604780748001e+002°)
4.57088189614871e+003	(4.22765842265070e+001dB,1.78572284959331e+002°)
4.67735141287194e+003	(4.22765258372233e+001dB,1.78539032464080e+002°)
4.78630092322634e+003	(4.22764646965996e+001dB,1.78505005651845e+002°)
4.89778819368442e+003	(4.22764006750139e+001dB,1.78470186503138e+002°)
5.01187233627268e+003	(4.22763336367395e+001dB,1.78434556579933e+002°)
5.12861383991361e+003	(4.22762634396580e+001dB,1.78398097016002e+002°)
5.24807460249768e+003	(4.22761899349579e+001dB,1.78360788507036e+002°)
5.37031796370248e+003	(4.22761129668207e+001dB,1.78322611300538e+002°)
5.49540873857620e+003	(4.22760323720901e+001dB,1.78283545185484e+002°)
5.62341325190344e+003	(4.22759479799275e+001dB,1.78243569481764e+002°)
5.75439937337152e+003	(4.22758596114505e+001dB,1.78202663029361e+002°)
5.88843655355584e+003	(4.22757670793542e+001dB,1.78160804177313e+002°)
6.02559586074353e+003	(4.22756701875154e+001dB,1.78117970772417e+002°)
6.16595001861477e+003	(4.22755687305777e+001dB,1.78074140147667e+002°)
6.30957344480188e+003	(4.22754624935175e+001dB,1.78029289110454e+002°)
6.45654229034650e+003	(4.22753512511891e+001dB,1.77983393930491e+002°)
6.60693448007590e+003	(4.22752347678490e+001dB,1.77936430327464e+002°)
6.76082975391976e+003	(4.22751127966578e+001dB,1.77888373458430e+002°)
6.91830970918931e+003	(4.22749850791585e+001dB,1.77839197904903e+002°)
7.07945784384132e+003	(4.22748513447304e+001dB,1.77788877659684e+002°)
7.24435960074984e+003	(4.22747113100176e+001dB,1.77737386113384e+002°)
7.41310241300911e+003	(4.22745646783308e+001dB,1.77684696040649e+002°)
7.58577575029177e+003	(4.22744111390206e+001dB,1.77630779586095e+002°)
7.76247116628685e+003	(4.22742503668216e+001dB,1.77575608249925e+002°)
7.94328234724275e+003	(4.22740820211666e+001dB,1.77519152873232e+002°)
8.12830516164092e+003	(4.22739057454677e+001dB,1.77461383622987e+002°)
8.31763771102664e+003	(4.22737211663637e+001dB,1.77402269976697e+002°)
8.51138038202369e+003	(4.22735278929334e+001dB,1.77341780706735e+002°)
8.70963589956073e+003	(4.22733255158713e+001dB,1.77279883864332e+002°)
8.91250938133738e+003	(4.22731136066247e+001dB,1.77216546763225e+002°)
9.12010839355902e+003	(4.22728917164908e+001dB,1.77151735962947e+002°)
9.33254300796983e+003	(4.22726593756721e+001dB,1.77085417251788e+002°)
9.54992586021428e+003	(4.22724160922863e+001dB,1.77017555629360e+002°)
9.77237220955802e+003	(4.22721613513317e+001dB,1.76948115288824e+002°)
9.99999999999991e+003	(4.22718946136033e+001dB,1.76877059598734e+002°)
1.02329299228075e+004	(4.22716153145585e+001dB,1.76804351084493e+002°)
1.04712854805089e+004	(4.22713228631307e+001dB,1.76729951409445e+002°)
1.07151930523760e+004	(4.22710166404863e+001dB,1.76653821355561e+002°)
1.09647819614318e+004	(4.22706959987256e+001dB,1.76575920803741e+002°)
1.12201845430195e+004	(4.22703602595218e+001dB,1.76496208713707e+002°)
1.14815362149687e+004	(4.22700087126977e+001dB,1.76414643103499e+002°)
1.17489755493952e+004	(4.22696406147355e+001dB,1.76331181028554e+002°)
1.20226443461740e+004	(4.22692551872190e+001dB,1.76245778560375e+002°)
1.23026877081237e+004	(4.22688516152011e+001dB,1.76158390764778e+002°)
1.25892541179416e+004	(4.22684290454985e+001dB,1.76068971679716e+002°)
1.28824955169312e+004	(4.22679865849052e+001dB,1.75977474292674e+002°)
1.31825673855640e+004	(4.22675232983245e+001dB,1.75883850517633e+002°)
1.34896288259164e+004	(4.22670382068146e+001dB,1.75788051171599e+002°)
1.38038426460287e+004	(4.22665302855435e+001dB,1.75690025950699e+002°)
1.41253754462274e+004	(4.22659984616505e+001dB,1.75589723405824e+002°)
1.44543977074591e+004	(4.22654416120080e+001dB,1.75487090917845e+002°)
1.47910838816819e+004	(4.22648585608811e+001dB,1.75382074672372e+002°)
1.51356124843619e+004	(4.22642480774800e+001dB,1.75274619634078e+002°)
1.54881661891247e+004	(4.22636088733984e+001dB,1.75164669520572e+002°)
1.58489319246110e+004	(4.22629395999365e+001dB,1.75052166775827e+002°)
1.62181009735891e+004	(4.22622388453001e+001dB,1.74937052543167e+002°)
1.65958690743755e+004	(4.22615051316719e+001dB,1.74819266637814e+002°)
1.69824365246173e+004	(4.22607369121493e+001dB,1.74698747518987e+002°)
1.73780082874936e+004	(4.22599325675423e+001dB,1.74575432261577e+002°)
1.77827941003891e+004	(4.22590904030260e+001dB,1.74449256527387e+002°)
1.81970085860997e+004	(4.22582086446406e+001dB,1.74320154535942e+002°)
1.86208713666285e+004	(4.22572854356333e+001dB,1.74188059034894e+002°)
1.90546071796323e+004	(4.22563188326334e+001dB,1.74052901270008e+002°)
1.94984459975803e+004	(4.22553068016559e+001dB,1.73914610954756e+002°)
1.99526231496886e+004	(4.22542472139242e+001dB,1.73773116239520e+002°)
2.04173794466951e+004	(4.22531378415046e+001dB,1.73628343680425e+002°)
2.08929613085402e+004	(4.22519763527456e+001dB,1.73480218207811e+002°)
2.13796208950221e+004	(4.22507603075123e+001dB,1.73328663094369e+002°)
2.18776162394953e+004	(4.22494871522078e+001dB,1.73173599922945e+002°)
2.23872113856832e+004	(4.22481542145738e+001dB,1.73014948554052e+002°)
2.29086765276775e+004	(4.22467586982587e+001dB,1.72852627093108e+002°)
2.34422881531990e+004	(4.22452976771460e+001dB,1.72686551857410e+002°)
2.39883291901947e+004	(4.22437680894323e+001dB,1.72516637342903e+002°)
2.45470891568501e+004	(4.22421667314440e+001dB,1.72342796190754e+002°)
2.51188643150956e+004	(4.22404902511828e+001dB,1.72164939153769e+002°)
2.57039578276884e+004	(4.22387351415892e+001dB,1.71982975062704e+002°)
2.63026799189536e+004	(4.22368977335129e+001dB,1.71796810792504e+002°)
2.69153480392689e+004	(4.22349741883776e+001dB,1.71606351228513e+002°)
2.75422870333814e+004	(4.22329604905291e+001dB,1.71411499232717e+002°)
2.81838293126443e+004	(4.22308524392544e+001dB,1.71212155610064e+002°)
2.88403150312658e+004	(4.22286456404593e+001dB,1.71008219074935e+002°)
2.95120922666636e+004	(4.22263354979908e+001dB,1.70799586217814e+002°)
3.01995172040199e+004	(4.22239172045927e+001dB,1.70586151472244e+002°)
3.09029543251356e+004	(4.22213857324785e+001dB,1.70367807082138e+002°)
3.16227766016835e+004	(4.22187358235109e+001dB,1.70144443069528e+002°)
3.23593656929625e+004	(4.22159619789714e+001dB,1.69915947202844e+002°)
3.31131121482588e+004	(4.22130584489059e+001dB,1.69682204965818e+002°)
3.38844156139199e+004	(4.22100192210333e+001dB,1.69443099527120e+002°)
3.46736850452528e+004	(4.22068380092014e+001dB,1.69198511710830e+002°)
3.54813389233572e+004	(4.22035082413748e+001dB,1.68948319967881e+002°)
3.63078054770098e+004	(4.22000230471406e+001dB,1.68692400348582e+002°)
3.71535229097169e+004	(4.21963752447161e+001dB,1.68430626476382e+002°)
3.80189396320557e+004	(4.21925573274445e+001dB,1.68162869523001e+002°)
3.89045144994277e+004	(4.21885614497623e+001dB,1.67888998185106e+002°)
3.98107170553493e+004	(4.21843794126239e+001dB,1.67608878662688e+002°)
4.07380277804108e+004	(4.21800026483688e+001dB,1.67322374639329e+002°)
4.16869383470331e+004	(4.21754222050166e+001dB,1.67029347264547e+002°)
4.26579518801588e+004	(4.21706287299751e+001dB,1.66729655138427e+002°)
4.36515832240161e+004	(4.21656124531489e+001dB,1.66423154298762e+002°)
4.46683592150958e+004	(4.21603631694334e+001dB,1.66109698210929e+002°)
4.57088189614870e+004	(4.21548702205832e+001dB,1.65789137760747e+002°)
