Freq.	V(n004)/V(n002)
7.07945784384136e+001	(-8.18064528524623e+001dB,7.42096417441224e+001°)
7.24435960074988e+001	(-8.16209028364811e+001dB,7.45511483709754e+001°)
7.41310241300916e+001	(-8.14347701047238e+001dB,7.48859003179647e+001°)
7.58577575029182e+001	(-8.12480757798150e+001dB,7.52139297793856e+001°)
7.76247116628690e+001	(-8.10607892123684e+001dB,7.55355903483036e+001°)
7.94328234724279e+001	(-8.08729632257485e+001dB,7.58508318630789e+001°)
8.12830516164097e+001	(-8.06846520457621e+001dB,7.61596231564447e+001°)
8.31763771102669e+001	(-8.04958034741462e+001dB,7.64622635335284e+001°)
8.51138038202374e+001	(-8.03065226094187e+001dB,7.67586508451809e+001°)
8.70963589956078e+001	(-8.01167512739509e+001dB,7.70490320261374e+001°)
8.91250938133743e+001	(-7.99265612721291e+001dB,7.73334058818640e+001°)
9.12010839355907e+001	(-7.97359475653785e+001dB,7.76119468076214e+001°)
9.33254300796988e+001	(-7.95449028526115e+001dB,7.78846979963827e+001°)
9.54992586021433e+001	(-7.93534893031072e+001dB,7.81517724165336e+001°)
9.77237220955808e+001	(-7.91617330196558e+001dB,7.84131706690173e+001°)
9.99999999999997e+001	(-7.89695933955241e+001dB,7.86691363598406e+001°)
1.02329299228075e+002	(-7.87771181863012e+001dB,7.89196981415371e+001°)
1.04712854805090e+002	(-7.85843127522016e+001dB,7.91649356723303e+001°)
1.07151930523760e+002	(-7.83912102542057e+001dB,7.94049562724916e+001°)
1.09647819614318e+002	(-7.81977818709380e+001dB,7.96398788574161e+001°)
1.12201845430196e+002	(-7.80040842346772e+001dB,7.98697442942128e+001°)
1.14815362149688e+002	(-7.78101134644296e+001dB,8.00946790665684e+001°)
1.17489755493953e+002	(-7.76158727786687e+001dB,8.03147720067029e+001°)
1.20226443461741e+002	(-7.74213759322917e+001dB,8.05301143691419e+001°)
1.23026877081238e+002	(-7.72266385176209e+001dB,8.07408117130097e+001°)
1.25892541179416e+002	(-7.70316818815238e+001dB,8.09468843362693e+001°)
1.28824955169313e+002	(-7.68364956048330e+001dB,8.11484955174390e+001°)
1.31825673855640e+002	(-7.66410958495788e+001dB,8.13457035569864e+001°)
1.34896288259165e+002	(-7.64454981785552e+001dB,8.15385872861745e+001°)
1.38038426460288e+002	(-7.62497100709549e+001dB,8.17272241615271e+001°)
1.41253754462275e+002	(-7.60537259168076e+001dB,8.19117367521746e+001°)
1.44543977074592e+002	(-7.58575689063605e+001dB,8.20921803474762e+001°)
1.47910838816820e+002	(-7.56612437531217e+001dB,8.22686323374109e+001°)
1.51356124843620e+002	(-7.54647527026279e+001dB,8.24411806102408e+001°)
1.54881661891248e+002	(-7.52681092674804e+001dB,8.26099009669214e+001°)
1.58489319246111e+002	(-7.50713197174682e+001dB,8.27748690935499e+001°)
1.62181009735892e+002	(-7.48743821639894e+001dB,8.29361725373549e+001°)
1.65958690743755e+002	(-7.46773079128480e+001dB,8.30938788917732e+001°)
1.69824365246174e+002	(-7.44801092254991e+001dB,8.32480527978661e+001°)
1.73780082874937e+002	(-7.42827811454904e+001dB,8.33987859127384e+001°)
1.77827941003892e+002	(-7.40853431651571e+001dB,8.35461264649198e+001°)
1.81970085860998e+002	(-7.38877845987559e+001dB,8.36901682247214e+001°)
1.86208713666286e+002	(-7.36901176831868e+001dB,8.38309679761959e+001°)
1.90546071796324e+002	(-7.34923517535127e+001dB,8.39685905909555e+001°)
1.94984459975804e+002	(-7.32944815132982e+001dB,8.41031084390009e+001°)
1.99526231496887e+002	(-7.30965159933186e+001dB,8.42345913445960e+001°)
2.04173794466952e+002	(-7.28984565780891e+001dB,8.43630974752109e+001°)
2.08929613085403e+002	(-7.27003156798980e+001dB,8.44886856225765e+001°)
2.13796208950222e+002	(-7.25020941236231e+001dB,8.46114212332586e+001°)
2.18776162394954e+002	(-7.23037878607247e+001dB,8.47313655919783e+001°)
2.23872113856833e+002	(-7.21054090226621e+001dB,8.48485797369410e+001°)
2.29086765276776e+002	(-7.19069600235586e+001dB,8.49631147614608e+001°)
2.34422881531991e+002	(-7.17084372896936e+001dB,8.50750386272872e+001°)
2.39883291901948e+002	(-7.15098513968189e+001dB,8.51843957263714e+001°)
2.45470891568502e+002	(-7.13111981639814e+001dB,8.52912501309926e+001°)
2.51188643150957e+002	(-7.11124878017208e+001dB,8.53956495717886e+001°)
2.57039578276885e+002	(-7.09137186874627e+001dB,8.54976485061106e+001°)
2.63026799189537e+002	(-7.07148958399592e+001dB,8.55972955027285e+001°)
2.69153480392690e+002	(-7.05160214673189e+001dB,8.56946445832587e+001°)
2.75422870333816e+002	(-7.03170954143494e+001dB,8.57897432310113e+001°)
2.81838293126444e+002	(-7.01181213395585e+001dB,8.58826415283673e+001°)
2.88403150312659e+002	(-6.99190994897066e+001dB,8.59733861222040e+001°)
2.95120922666637e+002	(-6.97200364010050e+001dB,8.60620211038895e+001°)
3.01995172040200e+002	(-6.95209296487378e+001dB,8.61485939776824e+001°)
3.09029543251358e+002	(-6.93217841500265e+001dB,8.62331481440312e+001°)
3.16227766016837e+002	(-6.91226002270422e+001dB,8.63157249043380e+001°)
3.23593656929627e+002	(-6.89233784919682e+001dB,8.63963716828653e+001°)
3.31131121482590e+002	(-6.87241208284772e+001dB,8.64751263578199e+001°)
3.38844156139201e+002	(-6.85248317975480e+001dB,8.65520285196118e+001°)
3.46736850452530e+002	(-6.83255107030952e+001dB,8.66271195696264e+001°)
3.54813389233574e+002	(-6.81261607230900e+001dB,8.67004365095913e+001°)
3.63078054770100e+002	(-6.79267787774213e+001dB,8.67720203404573e+001°)
3.71535229097171e+002	(-6.77273712509797e+001dB,8.68419049123335e+001°)
3.80189396320559e+002	(-6.75279366127211e+001dB,8.69101278063222e+001°)
3.89045144994279e+002	(-6.73284757663847e+001dB,8.69767243798472e+001°)
3.98107170553495e+002	(-6.71289912610822e+001dB,8.70417288555403e+001°)
4.07380277804111e+002	(-6.69294838310717e+001dB,8.71051749032958e+001°)
4.16869383470333e+002	(-6.67299542047377e+001dB,8.71670954517127e+001°)
4.26579518801591e+002	(-6.65304033659232e+001dB,8.72275236671547e+001°)
4.36515832240164e+002	(-6.63308317118327e+001dB,8.72864894763387e+001°)
4.46683592150961e+002	(-6.61312423738934e+001dB,8.73440245033029e+001°)
4.57088189614873e+002	(-6.59316332598493e+001dB,8.74001586554870e+001°)
4.67735141287196e+002	(-6.57320071488464e+001dB,8.74549212087179e+001°)
4.78630092322636e+002	(-6.55323645414782e+001dB,8.75083401693197e+001°)
4.89778819368444e+002	(-6.53327049869387e+001dB,8.75604443920133e+001°)
5.01187233627270e+002	(-6.51330315461772e+001dB,8.76112602500504e+001°)
5.12861383991362e+002	(-6.49333426912249e+001dB,8.76608148713234e+001°)
5.24807460249770e+002	(-6.47336393022442e+001dB,8.77091344574033e+001°)
5.37031796370250e+002	(-6.45339236580419e+001dB,8.77562433355411e+001°)
5.49540873857622e+002	(-6.43341942842680e+001dB,8.78021669479544e+001°)
5.62341325190346e+002	(-6.41344539740851e+001dB,8.78469289333767e+001°)
5.75439937337154e+002	(-6.39347008259175e+001dB,8.78905531439975e+001°)
5.88843655355586e+002	(-6.37349382861767e+001dB,8.79330617761404e+001°)
6.02559586074355e+002	(-6.35351632756650e+001dB,8.79744784746400e+001°)
6.16595001861479e+002	(-6.33353790535254e+001dB,8.80148237592585e+001°)
6.30957344480190e+002	(-6.31355854084854e+001dB,8.80541191113903e+001°)
6.45654229034652e+002	(-6.29357821364129e+001dB,8.80923854989816e+001°)
6.60693448007592e+002	(-6.27359702004095e+001dB,8.81296428915771e+001°)
6.76082975391978e+002	(-6.25361499139609e+001dB,8.81659107771324e+001°)
6.91830970918933e+002	(-6.23363213693706e+001dB,8.82012083069294e+001°)
7.07945784384134e+002	(-6.21364853514136e+001dB,8.82355540433620e+001°)
7.24435960074986e+002	(-6.19366419569574e+001dB,8.82689660786384e+001°)
7.41310241300914e+002	(-6.17367917978621e+001dB,8.83014619999993e+001°)
7.58577575029180e+002	(-6.15369346750350e+001dB,8.83330589220506e+001°)
7.76247116628688e+002	(-6.13370714417810e+001dB,8.83637734935796e+001°)
7.94328234724277e+002	(-6.11372020881466e+001dB,8.83936218754408e+001°)
8.12830516164095e+002	(-6.09373271616223e+001dB,8.84226198090727e+001°)
8.31763771102666e+002	(-6.07374460987410e+001dB,8.84507827342192e+001°)
8.51138038202372e+002	(-6.05375604283492e+001dB,8.84781252029726e+001°)
8.70963589956076e+002	(-6.03376695440076e+001dB,8.85046618556794e+001°)
8.91250938133741e+002	(-6.01377736050318e+001dB,8.85304067144914e+001°)
9.12010839355905e+002	(-5.99378732900056e+001dB,8.85553732228718e+001°)
9.33254300796986e+002	(-5.97379685491626e+001dB,8.85795746649540e+001°)
9.54992586021431e+002	(-5.95380596738676e+001dB,8.86030237331881e+001°)
9.77237220955805e+002	(-5.93381467859991e+001dB,8.86257328609130e+001°)
9.99999999999994e+002	(-5.91382301634160e+001dB,8.86477140849050e+001°)
1.02329299228075e+003	(-5.89383099638128e+001dB,8.86689788788070e+001°)
1.04712854805089e+003	(-5.87383862418522e+001dB,8.86895386171050e+001°)
1.07151930523760e+003	(-5.85384591585007e+001dB,8.87094040755675e+001°)
1.09647819614318e+003	(-5.83385290510548e+001dB,8.87285857788655e+001°)
1.12201845430196e+003	(-5.81385960308362e+001dB,8.87470938456602e+001°)
1.14815362149688e+003	(-5.79386601098894e+001dB,8.87649380611353e+001°)
1.17489755493952e+003	(-5.77387214425040e+001dB,8.87821278804024e+001°)
1.20226443461741e+003	(-5.75387802432863e+001dB,8.87986723606553e+001°)
1.23026877081237e+003	(-5.73388367036422e+001dB,8.88145802408642e+001°)
1.25892541179416e+003	(-5.71388907959207e+001dB,8.88298599542818e+001°)
1.28824955169313e+003	(-5.69389425695025e+001dB,8.88445195817149e+001°)
1.31825673855640e+003	(-5.67389922690473e+001dB,8.88585668756232e+001°)
1.34896288259165e+003	(-5.65390399679636e+001dB,8.88720092395808e+001°)
1.38038426460288e+003	(-5.63390858864972e+001dB,8.88848537908490e+001°)
1.41253754462275e+003	(-5.61391299034773e+001dB,8.88971073302395e+001°)
1.44543977074592e+003	(-5.59391722430566e+001dB,8.89087763412078e+001°)
1.47910838816820e+003	(-5.57392129433850e+001dB,8.89198669908074e+001°)
1.51356124843620e+003	(-5.55392521217521e+001dB,8.89303851421041e+001°)
1.54881661891247e+003	(-5.53392899041399e+001dB,8.89403363635208e+001°)
1.58489319246110e+003	(-5.51393263868941e+001dB,8.89497259038258e+001°)
1.62181009735892e+003	(-5.49393614021195e+001dB,8.89585587632988e+001°)
1.65958690743755e+003	(-5.47393952796789e+001dB,8.89668395990810e+001°)
1.69824365246173e+003	(-5.45394280471177e+001dB,8.89745727700018e+001°)
1.73780082874936e+003	(-5.43394597362205e+001dB,8.89817623962340e+001°)
1.77827941003891e+003	(-5.41394904175978e+001dB,8.89884122725572e+001°)
1.81970085860997e+003	(-5.39395201111922e+001dB,8.89945259196748e+001°)
1.86208713666286e+003	(-5.37395489967067e+001dB,8.90001065641094e+001°)
1.90546071796323e+003	(-5.35395769969786e+001dB,8.90051571623738e+001°)
1.94984459975803e+003	(-5.33396043365775e+001dB,8.90096803822850e+001°)
1.99526231496887e+003	(-5.31396308794983e+001dB,8.90136786367582e+001°)
2.04173794466952e+003	(-5.29396568157921e+001dB,8.90171540175680e+001°)
2.08929613085403e+003	(-5.27396821885816e+001dB,8.90201083714818e+001°)
2.13796208950222e+003	(-5.25397070460911e+001dB,8.90225432483352e+001°)
2.18776162394954e+003	(-5.23397313705367e+001dB,8.90244599641569e+001°)
2.23872113856832e+003	(-5.21397552790099e+001dB,8.90258595065011e+001°)
2.29086765276776e+003	(-5.19397788196882e+001dB,8.90267426253763e+001°)
2.34422881531991e+003	(-5.17398020329406e+001dB,8.90271097887516e+001°)
2.39883291901947e+003	(-5.15398249693062e+001dB,8.90269611778394e+001°)
2.45470891568501e+003	(-5.13398476703167e+001dB,8.90262967195219e+001°)
2.51188643150956e+003	(-5.11398702009107e+001dB,8.90251160621691e+001°)
2.57039578276885e+003	(-5.09398925893719e+001dB,8.90234185760169e+001°)
2.63026799189536e+003	(-5.07399148801242e+001dB,8.90212033594665e+001°)
2.69153480392690e+003	(-5.05399371260137e+001dB,8.90184692406423e+001°)
2.75422870333815e+003	(-5.03399593796016e+001dB,8.90152147648636e+001°)
2.81838293126443e+003	(-5.01399817429962e+001dB,8.90114382070160e+001°)
2.88403150312659e+003	(-4.99400041516947e+001dB,8.90071375699719e+001°)
2.95120922666636e+003	(-4.97400267200507e+001dB,8.90023105701142e+001°)
3.01995172040199e+003	(-4.95400494966976e+001dB,8.89969546505877e+001°)
3.09029543251357e+003	(-4.93400725022235e+001dB,8.89910669735405e+001°)
3.16227766016836e+003	(-4.91400958253012e+001dB,8.89846444197817e+001°)
3.23593656929626e+003	(-4.89401194865842e+001dB,8.89776835820603e+001°)
3.31131121482589e+003	(-4.87401435281135e+001dB,8.89701807760294e+001°)
3.38844156139200e+003	(-4.85401680418615e+001dB,8.89621320227665e+001°)
3.46736850452529e+003	(-4.83401930290872e+001dB,8.89535330648427e+001°)
3.54813389233573e+003	(-4.81402185736469e+001dB,8.89443793365867e+001°)
3.63078054770099e+003	(-4.79402447186736e+001dB,8.89346659964269e+001°)
3.71535229097170e+003	(-4.77402715429674e+001dB,8.89243878951052e+001°)
3.80189396320558e+003	(-4.75402990646048e+001dB,8.89135395893136e+001°)
3.89045144994278e+003	(-4.73403273681194e+001dB,8.89021153314674e+001°)
3.98107170553494e+003	(-4.71403565062144e+001dB,8.88901090701257e+001°)
4.07380277804110e+003	(-4.69403865430485e+001dB,8.88775144468304e+001°)
4.16869383470332e+003	(-4.67404175429685e+001dB,8.88643247895677e+001°)
4.26579518801589e+003	(-4.65404495552842e+001dB,8.88505331134711e+001°)
4.36515832240162e+003	(-4.63404826787634e+001dB,8.88361321123236e+001°)
4.46683592150960e+003	(-4.61405169615612e+001dB,8.88211141608839e+001°)
4.57088189614871e+003	(-4.59405524797797e+001dB,8.88054713050147e+001°)
4.67735141287194e+003	(-4.57405893100742e+001dB,8.87891952613398e+001°)
4.78630092322634e+003	(-4.55406275317812e+001dB,8.87722774111135e+001°)
4.89778819368442e+003	(-4.53406672310698e+001dB,8.87547087965355e+001°)
5.01187233627268e+003	(-4.51407084786129e+001dB,8.87364801142943e+001°)
5.12861383991361e+003	(-4.49407513773429e+001dB,8.87175817129704e+001°)
5.24807460249768e+003	(-4.47407960000020e+001dB,8.86980035884886e+001°)
5.37031796370248e+003	(-4.45408424596609e+001dB,8.86777353749610e+001°)
5.49540873857620e+003	(-4.43408908470376e+001dB,8.86567663425483e+001°)
5.62341325190344e+003	(-4.41409412598338e+001dB,8.86350853930152e+001°)
5.75439937337152e+003	(-4.39409938090386e+001dB,8.86126810498921e+001°)
5.88843655355584e+003	(-4.37410486088763e+001dB,8.85895414544080e+001°)
6.02559586074353e+003	(-4.35411057746940e+001dB,8.85656543604438e+001°)
6.16595001861477e+003	(-4.33411654251035e+001dB,8.85410071279466e+001°)
6.30957344480188e+003	(-4.31412276918857e+001dB,8.85155867141276e+001°)
6.45654229034650e+003	(-4.29412926971900e+001dB,8.84893796679597e+001°)
6.60693448007590e+003	(-4.27413605853616e+001dB,8.84623721261495e+001°)
6.76082975391976e+003	(-4.25414314983445e+001dB,8.84345497985798e+001°)
6.91830970918931e+003	(-4.23415055909535e+001dB,8.84058979695711e+001°)
7.07945784384132e+003	(-4.21415830115253e+001dB,8.83764014834942e+001°)
7.24435960074984e+003	(-4.19416639321701e+001dB,8.83460447409074e+001°)
7.41310241300911e+003	(-4.17417485188528e+001dB,8.83148116892793e+001°)
7.58577575029177e+003	(-4.15418369571684e+001dB,8.82826858128021e+001°)
7.76247116628685e+003	(-4.13419294259943e+001dB,8.82496501273762e+001°)
7.94328234724275e+003	(-4.11420261297016e+001dB,8.82156871685936e+001°)
8.12830516164092e+003	(-4.09421272661662e+001dB,8.81807789857109e+001°)
8.31763771102664e+003	(-4.07422330527714e+001dB,8.81449071295188e+001°)
8.51138038202369e+003	(-4.05423437126015e+001dB,8.81080526442937e+001°)
8.70963589956073e+003	(-4.03424594835990e+001dB,8.80701960585482e+001°)
8.91250938133738e+003	(-4.01425806053700e+001dB,8.80313173737839e+001°)
9.12010839355902e+003	(-3.99427073397320e+001dB,8.79913960554120e+001°)
9.33254300796983e+003	(-3.97428399513709e+001dB,8.79504110209128e+001°)
9.54992586021428e+003	(-3.95429787218435e+001dB,8.79083406313506e+001°)
9.77237220955802e+003	(-3.93431239450621e+001dB,8.78651626760578e+001°)
9.99999999999991e+003	(-3.91432759274801e+001dB,8.78208543670607e+001°)
1.02329299228075e+004	(-3.89434349943852e+001dB,8.77753923227082e+001°)
1.04712854805089e+004	(-3.87436014767643e+001dB,8.77287525584968e+001°)
1.07151930523760e+004	(-3.85437757327038e+001dB,8.76809104735416e+001°)
1.09647819614318e+004	(-3.83439581279594e+001dB,8.76318408389717e+001°)
1.12201845430195e+004	(-3.81441490474368e+001dB,8.75815177840642e+001°)
1.14815362149687e+004	(-3.79443488979534e+001dB,8.75299147849802e+001°)
1.17489755493952e+004	(-3.77445580985508e+001dB,8.74770046505902e+001°)
1.20226443461740e+004	(-3.75447770952612e+001dB,8.74227595074843e+001°)
1.23026877081237e+004	(-3.73450063497337e+001dB,8.73671507886407e+001°)
1.25892541179416e+004	(-3.71452463443604e+001dB,8.73101492173189e+001°)
1.28824955169312e+004	(-3.69454975900559e+001dB,8.72517247935911e+001°)
1.31825673855640e+004	(-3.67457606166527e+001dB,8.71918467780793e+001°)
1.34896288259164e+004	(-3.65460359786927e+001dB,8.71304836785512e+001°)
1.38038426460287e+004	(-3.63463242601269e+001dB,8.70676032336601e+001°)
1.41253754462274e+004	(-3.61466260681845e+001dB,8.70031723962099e+001°)
1.44543977074591e+004	(-3.59469420398901e+001dB,8.69371573187749e+001°)
1.47910838816819e+004	(-3.57472728448881e+001dB,8.68695233358678e+001°)
1.51356124843619e+004	(-3.55476191789111e+001dB,8.68002349477653e+001°)
1.54881661891247e+004	(-3.53479817748717e+001dB,8.67292558033758e+001°)
1.58489319246110e+004	(-3.51483613971179e+001dB,8.66565486824494e+001°)
1.62181009735891e+004	(-3.49487588462397e+001dB,8.65820754783453e+001°)
1.65958690743755e+004	(-3.47491749612363e+001dB,8.65057971792292e+001°)
1.69824365246173e+004	(-3.45496106186399e+001dB,8.64276738505086e+001°)
1.73780082874936e+004	(-3.43500667371112e+001dB,8.63476646147804e+001°)
1.77827941003891e+004	(-3.41505442782459e+001dB,8.62657276348884e+001°)
1.81970085860997e+004	(-3.39510442483732e+001dB,8.61818200917442e+001°)
1.86208713666285e+004	(-3.37515676984262e+001dB,8.60958981664850e+001°)
1.90546071796323e+004	(-3.35521157331876e+001dB,8.60079170199693e+001°)
1.94984459975803e+004	(-3.33526895042608e+001dB,8.59178307722208e+001°)
1.99526231496886e+004	(-3.31532902194275e+001dB,8.58255924814983e+001°)
2.04173794466951e+004	(-3.29539191409001e+001dB,8.57311541243560e+001°)
2.08929613085402e+004	(-3.27545775923227e+001dB,8.56344665723850e+001°)
2.13796208950221e+004	(-3.25552669563658e+001dB,8.55354795726023e+001°)
2.18776162394953e+004	(-3.23559886809837e+001dB,8.54341417247081e+001°)
2.23872113856832e+004	(-3.21567442810163e+001dB,8.53304004582372e+001°)
2.29086765276775e+004	(-3.19575353425857e+001dB,8.52242020112047e+001°)
2.34422881531990e+004	(-3.17583635236838e+001dB,8.51154914071435e+001°)
2.39883291901947e+004	(-3.15592305615647e+001dB,8.50042124318012e+001°)
2.45470891568501e+004	(-3.13601382719663e+001dB,8.48903076103236e+001°)
2.51188643150956e+004	(-3.11610885550939e+001dB,8.47737181836396e+001°)
2.57039578276884e+004	(-3.09620833994284e+001dB,8.46543840851583e+001°)
2.63026799189536e+004	(-3.07631248856565e+001dB,8.45322439172283e+001°)
2.69153480392689e+004	(-3.05642151899138e+001dB,8.44072349265232e+001°)
2.75422870333814e+004	(-3.03653565889317e+001dB,8.42792929815868e+001°)
2.81838293126443e+004	(-3.01665514644911e+001dB,8.41483525467530e+001°)
2.88403150312658e+004	(-2.99678023078748e+001dB,8.40143466600631e+001°)
2.95120922666636e+004	(-2.97691117247799e+001dB,8.38772069074854e+001°)
3.01995172040199e+004	(-2.95704824414496e+001dB,8.37368634002839e+001°)
3.09029543251356e+004	(-2.93719173083250e+001dB,8.35932447498898e+001°)
3.16227766016835e+004	(-2.91734193068890e+001dB,8.34462780443061e+001°)
3.23593656929625e+004	(-2.89749915548786e+001dB,8.32958888248654e+001°)
3.31131121482588e+004	(-2.87766373127310e+001dB,8.31420010614413e+001°)
3.38844156139199e+004	(-2.85783599898835e+001dB,8.29845371306333e+001°)
3.46736850452528e+004	(-2.83801631505725e+001dB,8.28234177914205e+001°)
3.54813389233572e+004	(-2.81820505217196e+001dB,8.26585621631078e+001°)
3.63078054770098e+004	(-2.79840259992239e+001dB,8.24898877033225e+001°)
3.71535229097169e+004	(-2.77860936560218e+001dB,8.23173101857963e+001°)
